GC	overallBiases	overallSkews	AT1	GC1	AT2	GC2	AT4	GC4	aaAvgCost	aaAvgCost_Aer_Het	aaAvgCost_An_Het	aaAvgCost_Aer_Phot	aaAvgCost_An_Phot
49.699814	80	0.6	0.633541	0.67326486	0.66120166	0.35278141	0.60033584	0.59716696	21.628033	21.88461	6.8230357	21.956337	6.899074
49.699814	85	0.7	0.73059773	0.7592897	0.7643156	0.51084644	0.70048374	0.69825655	21.404812	21.348423	6.8626866	21.397978	6.913993
49.699814	90	0.8	0.8246276	0.8430936	0.855498	0.6701583	0.7986389	0.7980895	21.260958	20.898136	6.9124155	20.928568	6.943333
49.799812	10	-0.8	-0.80000585	-0.7928308	-0.8492056	-0.8567323	-0.7998069	-0.7996292	27.280163	30.7824	5.8916373	31.235731	6.71368
49.799812	15	-0.7	-0.698561	-0.68589556	-0.78569424	-0.8025877	-0.70244867	-0.6995479	26.922327	30.217297	6.049417	30.643482	6.7875957
49.799812	20	-0.6	-0.6002558	-0.5765601	-0.7214237	-0.7561817	-0.5953467	-0.60019493	26.569695	29.656513	6.1842904	30.058037	6.848659
49.799812	25	-0.5	-0.4967318	-0.46620372	-0.65345216	-0.707247	-0.50028265	-0.5015256	26.139118	29.015678	6.3095474	29.38707	6.896659
49.799812	30	-0.4	-0.39530405	-0.35621402	-0.5729438	-0.6525665	-0.3984486	-0.39784902	25.696098	28.380636	6.3921824	28.724422	6.9135857
49.799812	35	-0.3	-0.2915111	-0.24527283	-0.47981673	-0.59730375	-0.30175748	-0.3000431	25.26647	27.74101	6.4712057	28.05773	6.9306397
49.799812	40	-0.2	-0.18941253	-0.13513274	-0.37353456	-0.53035694	-0.19739689	-0.19807851	24.808792	27.065554	6.5308037	27.35486	6.9343433
49.799812	45	-0.1	-0.08424779	-0.026065279	-0.25289074	-0.4560034	-0.103833504	-0.09980918	24.327394	26.371716	6.584534	26.63065	6.931179
49.799812	50	0.0	0.017148776	0.08250598	-0.12630099	-0.3759183	0.0052758083	9.668375E-5	23.8951	25.725399	6.630331	25.95664	6.927809
49.799812	55	0.1	0.12293225	0.18730938	0.006818411	-0.280698	0.09979595	0.101526864	23.433828	25.024002	6.6621246	25.227064	6.91389
49.799812	60	0.2	0.2260427	0.2894607	0.14962582	-0.17116825	0.20084062	0.20186669	23.004879	24.352703	6.704821	24.52631	6.91254
49.799812	65	0.3	0.32905665	0.39152268	0.2861714	-0.05984663	0.3032637	0.2984171	22.600193	23.697891	6.7294197	23.844744	6.8990054
49.799812	70	0.4	0.43285358	0.4873654	0.41945106	0.06741848	0.40190616	0.40049043	22.229607	23.049309	6.762877	23.170109	6.8980103
49.799812	75	0.5	0.53248286	0.5811965	0.54771966	0.20774575	0.5007312	0.5022036	21.91359	22.457556	6.7892675	22.553368	6.8934064
49.799812	80	0.6	0.63248366	0.6717306	0.6626757	0.3557784	0.60113144	0.60086924	21.581066	21.834173	6.8182464	21.904058	6.892198
49.799812	85	0.7	0.72990054	0.7591507	0.7638666	0.5099663	0.7009526	0.7000467	21.40892	21.34483	6.8567038	21.395414	6.90914
49.799812	90	0.8	0.8243493	0.84208167	0.8552435	0.67150325	0.80152303	0.802295	21.23734	20.85966	6.895035	20.890085	6.9260397
49.89981	10	-0.8	-0.799664	-0.792872	-0.85018533	-0.8550099	-0.79966193	-0.8006747	27.289362	30.77276	5.9023666	31.225636	6.723797
49.89981	15	-0.7	-0.6997636	-0.6857516	-0.785493	-0.80345535	-0.698869	-0.6992619	26.925303	30.209553	6.0549254	30.634998	6.791877
49.89981	20	-0.6	-0.5970608	-0.5765279	-0.72591585	-0.75364107	-0.60182166	-0.60046875	26.499641	29.57092	6.181776	29.968605	6.839866
49.89981	25	-0.5	-0.49684128	-0.46689996	-0.6508055	-0.70381206	-0.5016972	-0.50072616	26.09786	28.959703	6.2889347	29.33008	6.8740873
49.89981	30	-0.4	-0.39459422	-0.35685152	-0.56972754	-0.65423036	-0.40189883	-0.3966851	25.675999	28.338352	6.383503	28.68164	6.9030385
49.89981	35	-0.3	-0.29283014	-0.24497332	-0.4801723	-0.5941489	-0.2969363	-0.3011545	25.248938	27.7072	6.4672112	28.023003	6.9258966
49.89981	40	-0.2	-0.19062778	-0.13368383	-0.37461296	-0.53584385	-0.19542587	-0.20135294	24.801424	27.056608	6.530085	27.345083	6.931664
49.89981	45	-0.1	-0.08426736	-0.025561802	-0.25741783	-0.45589712	-0.10086748	-0.10223104	24.30712	26.346317	6.5744987	26.605064	6.9197993
49.89981	50	0.0	0.017145347	0.08140515	-0.1260488	-0.3765251	0.004349052	0.0030957886	23.860125	25.674852	6.6187563	25.905191	6.914696
49.89981	55	0.1	0.12249702	0.18667594	0.011933014	-0.27982172	0.09865021	0.102014415	23.404625	24.987125	6.657786	25.188728	6.9080553
49.89981	60	0.2	0.2270235	0.28988814	0.14662297	-0.17232528	0.19981816	0.19950458	22.965435	24.3038	6.685949	24.477272	6.8934393
49.89981	65	0.3	0.32966453	0.39077896	0.28535214	-0.056958698	0.30131912	0.29943046	22.58778	23.675236	6.7132783	23.822836	6.8836327
49.89981	70	0.4	0.4336888	0.48730227	0.4181513	0.070390135	0.39926097	0.4008324	22.18957	23.003555	6.7423854	23.12368	6.8766694
49.89981	75	0.5	0.5315049	0.5814374	0.5484446	0.20969106	0.50170565	0.50059456	21.910389	22.445766	6.791337	22.54171	6.8957376
49.89981	80	0.6	0.63296497	0.67248946	0.6620961	0.3542294	0.60067534	0.59856856	21.611643	21.84974	6.8139935	21.92199	6.8905425
49.89981	85	0.7	0.7300477	0.75970715	0.76525533	0.50936615	0.6989192	0.6983792	21.380125	21.32144	6.8458657	21.371168	6.897363
49.89981	90	0.8	0.82409996	0.8432239	0.85533655	0.66911846	0.8004149	0.79994	21.232271	20.864305	6.8890314	20.894995	6.9202495
49.99981	10	-0.8	-0.800613	-0.79361135	-0.84736806	-0.8546816	-0.7987023	-0.7989567	27.224802	30.702583	5.8888326	31.151728	6.704105
49.99981	15	-0.7	-0.6997493	-0.68600446	-0.7874138	-0.79824346	-0.6984331	-0.70222557	26.875761	30.150036	6.0466657	30.57275	6.778627
49.99981	20	-0.6	-0.5990985	-0.5774812	-0.72460246	-0.75358427	-0.5982738	-0.5974039	26.515312	29.576738	6.182304	29.974482	6.8403945
49.99981	25	-0.5	-0.49669737	-0.4668893	-0.6503689	-0.70627695	-0.5008896	-0.49834582	26.079967	28.935593	6.290768	29.304956	6.8746552
49.99981	30	-0.4	-0.3940472	-0.35476056	-0.5734973	-0.65370995	-0.4010708	-0.4024872	25.64261	28.294096	6.384826	28.635658	6.9020905
49.99981	35	-0.3	-0.29203138	-0.24422882	-0.48036915	-0.59898806	-0.3002737	-0.29983222	25.214127	27.670683	6.4613404	27.985085	6.9174204
49.99981	40	-0.2	-0.18993373	-0.13336307	-0.36697143	-0.5344173	-0.19985552	-0.20120569	24.799189	27.039196	6.529983	27.327055	6.930168
49.99981	45	-0.1	-0.087418355	-0.02580325	-0.25199428	-0.45837697	-0.09580174	-0.09996685	24.333614	26.359055	6.5841804	26.618176	6.9308095
49.99981	50	0.0	0.018961374	0.081156924	-0.124308564	-0.37076727	-0.0022366254	-5.998369E-4	23.847551	25.657547	6.6180162	25.887566	6.914265
49.99981	55	0.1	0.12226504	0.18836392	0.009794072	-0.28209454	0.099952504	0.09681858	23.408106	24.98702	6.653102	25.189281	6.903258
49.99981	60	0.2	0.22649054	0.2902678	0.14925326	-0.17149206	0.19795768	0.19789474	22.983936	24.321707	6.703007	24.494251	6.9084897
49.99981	65	0.3	0.32775423	0.3896026	0.29114228	-0.054750916	0.30011752	0.30024102	22.557337	23.635132	6.7106433	23.781075	6.879444
49.99981	70	0.4	0.43073863	0.48660925	0.42423087	0.07055656	0.3995954	0.40408352	22.197176	23.003407	6.7455072	23.123474	6.8798103
49.99981	75	0.5	0.5332936	0.5813524	0.5457158	0.20972055	0.49957815	0.5010784	21.8681	22.39832	6.7662473	22.493607	6.8696656
49.99981	80	0.6	0.63277704	0.67203146	0.6606909	0.3539301	0.6027021	0.6033866	21.579472	21.816359	6.8023324	21.887825	6.8778486
49.99981	85	0.7	0.72993004	0.759452	0.7651521	0.50791913	0.70068413	0.6992473	21.353336	21.2836	6.83259	21.33348	6.884263
49.99981	90	0.8	0.82273406	0.84373105	0.85568416	0.6691762	0.80202407	0.79719645	21.206995	20.81941	6.87662	20.849838	6.907614
50.099808	10	-0.8	-0.7997387	-0.7939039	-0.8498333	-0.85342133	-0.8003899	-0.79896027	27.199883	30.671947	5.885167	31.119549	6.697174
50.099808	15	-0.7	-0.6989673	-0.68601394	-0.7862053	-0.80118704	-0.70144486	-0.7002562	26.84224	30.094604	6.036383	30.516344	6.76587
50.099808	20	-0.6	-0.59820586	-0.57711846	-0.72069657	-0.751913	-0.60252994	-0.59982896	26.466665	29.516552	6.175552	29.911394	6.82779
50.099808	25	-0.5	-0.49665397	-0.46750346	-0.65302217	-0.7079238	-0.5020706	-0.49718043	26.05081	28.904064	6.2833905	29.271795	6.8646398
50.099808	30	-0.4	-0.39533326	-0.3555519	-0.57142323	-0.6541842	-0.39872053	-0.4008418	25.618889	28.267841	6.372562	28.607807	6.8865237
50.099808	35	-0.3	-0.2917342	-0.24397965	-0.47699663	-0.59685606	-0.30102104	-0.30400032	25.201283	27.648773	6.464475	27.961824	6.9187183
50.099808	40	-0.2	-0.18882592	-0.13396046	-0.3753514	-0.5330533	-0.19851263	-0.20007174	24.769962	27.004358	6.527286	27.291868	6.9268284
50.099808	45	-0.1	-0.08458476	-0.025104431	-0.2519153	-0.4580833	-0.10486908	-0.10208568	24.289396	26.307934	6.573571	26.565262	6.9166975
50.099808	50	0.0	0.017784096	0.0812218	-0.12356779	-0.3781217	-0.001225078	0.007799642	23.827847	25.63238	6.6170764	25.861195	6.9118423
50.099808	55	0.1	0.12119349	0.18755883	0.012602771	-0.28007513	0.101400286	0.09914358	23.413374	24.97973	6.6529627	25.181814	6.903352
50.099808	60	0.2	0.2255961	0.29002035	0.15166183	-0.17309394	0.20022103	0.19852443	22.962767	24.284092	6.68946	24.456812	6.8953166
50.099808	65	0.3	0.32971323	0.39003554	0.28610185	-0.05761211	0.30122524	0.30103067	22.536123	23.607347	6.7051373	23.75305	6.8733
50.099808	70	0.4	0.43090925	0.48746523	0.42423797	0.07179947	0.40085223	0.39602116	22.198174	22.993204	6.7479954	23.11347	6.8824654
50.099808	75	0.5	0.53227454	0.5826817	0.5483947	0.20328729	0.502519	0.49997613	21.834412	22.357708	6.7599983	22.452059	6.86268
50.099808	80	0.6	0.6320388	0.6719791	0.66258836	0.3534221	0.6003633	0.60129666	21.591957	21.824198	6.800533	21.896202	6.8766484
50.099808	85	0.7	0.7298116	0.76089185	0.76601374	0.50681365	0.697977	0.69434386	21.355986	21.281166	6.8256054	21.3315	6.877827
50.099808	90	0.8	0.823132	0.8428801	0.85696346	0.6695189	0.8004272	0.8001156	21.194927	20.806496	6.866537	20.837217	6.897765
50.199806	10	-0.8	-0.8001822	-0.7931307	-0.84742355	-0.85516477	-0.7991156	-0.79992086	27.152351	30.602373	5.878712	31.047049	6.6849165
50.199806	15	-0.7	-0.6995021	-0.6861147	-0.78771913	-0.8050246	-0.7002156	-0.69803137	26.821356	30.068369	6.0328546	30.488659	6.7598615
50.199806	20	-0.6	-0.5988675	-0.57678187	-0.72218794	-0.75391793	-0.59909075	-0.60013014	26.429888	29.463743	6.1712666	29.856869	6.820605
50.199806	25	-0.5	-0.49703678	-0.46677074	-0.64929336	-0.7065965	-0.5024779	-0.49844614	26.047838	28.888794	6.284269	29.25612	6.8647537
50.199806	30	-0.4	-0.39346367	-0.35649392	-0.5704685	-0.65360975	-0.4043563	-0.3981626	25.575907	28.20899	6.370205	28.547258	6.881457
50.199806	35	-0.3	-0.29204014	-0.24576575	-0.47696096	-0.5971613	-0.3013682	-0.29862115	25.188416	27.615906	6.457243	27.928762	6.9100423
50.199806	40	-0.2	-0.18871598	-0.13468736	-0.37095013	-0.53404146	-0.20301351	-0.19927518	24.708593	26.929932	6.513276	27.214409	6.908997
50.199806	45	-0.1	-0.08583552	-0.025149487	-0.25203243	-0.45891586	-0.09992352	-0.09845967	24.274227	26.279491	6.5789237	26.536032	6.9214478
50.199806	50	0.0	0.018377231	0.08235121	-0.12295617	-0.37604874	-0.0014414587	-3.0929552E-4	23.850607	25.649117	6.6216154	25.879044	6.9169683
50.199806	55	0.1	0.12204322	0.18633147	0.012668116	-0.2791479	0.09807128	0.10051786	23.372154	24.936535	6.6481595	25.137175	6.896056
50.199806	60	0.2	0.22489737	0.2914671	0.15079086	-0.17551583	0.20196475	0.19634564	22.930077	24.242546	6.6710534	24.415419	6.877435
50.199806	65	0.3	0.3284133	0.39051244	0.29014653	-0.056700587	0.30115822	0.29686177	22.529491	23.588663	6.7063246	23.733643	6.8737297
50.199806	70	0.4	0.43036118	0.4868931	0.42571178	0.070091955	0.3989898	0.40107587	22.17013	22.973045	6.732985	23.092815	6.8672123
50.199806	75	0.5	0.5325827	0.58234125	0.55003875	0.2071552	0.49745658	0.49836695	21.849543	22.35929	6.7569084	22.45438	6.860454
50.199806	80	0.6	0.6334179	0.6726231	0.66311604	0.35302192	0.5967236	0.5989772	21.555666	21.776402	6.7884736	21.84771	6.8637967
50.199806	85	0.7	0.7287011	0.7598491	0.7683831	0.5078212	0.69835097	0.69853085	21.359724	21.27402	6.830015	21.324429	6.882212
50.199806	90	0.8	0.8240292	0.84340054	0.85603493	0.6687352	0.7985646	0.7983439	21.17276	20.793745	6.8583403	20.824018	6.8891554
50.299805	10	-0.8	-0.799567	-0.79391915	-0.84945107	-0.8525966	-0.80107	-0.7987422	27.1235	30.555511	5.876977	30.998894	6.6804767
50.299805	15	-0.7	-0.69930184	-0.68548137	-0.7869515	-0.807217	-0.69998753	-0.6985534	26.800915	30.027033	6.031369	30.446972	6.756427
50.299805	20	-0.6	-0.5976013	-0.5779182	-0.7249641	-0.75227004	-0.6006444	-0.59735096	26.410183	29.431286	6.1651697	29.823702	6.8128395
50.299805	25	-0.5	-0.49772057	-0.46677077	-0.65230185	-0.70583445	-0.4986049	-0.49885947	26.051903	28.874151	6.2832417	29.242537	6.8645515
50.299805	30	-0.4	-0.39527202	-0.35559154	-0.5726279	-0.65366095	-0.39887536	-0.40068626	25.609278	28.242146	6.378366	28.581213	6.8904037
50.299805	35	-0.3	-0.29267722	-0.24529512	-0.4780354	-0.5998071	-0.30020988	-0.2973341	25.18637	27.59914	6.461793	27.911995	6.914612
50.299805	40	-0.2	-0.19078837	-0.13552788	-0.36754757	-0.53250045	-0.19787164	-0.19579102	24.733437	26.947842	6.5245547	27.232796	6.920995
50.299805	45	-0.1	-0.085381426	-0.025033819	-0.25537235	-0.46177384	-0.09977577	-0.09787617	24.280304	26.296246	6.567366	26.553875	6.9107533
50.299805	50	0.0	0.016914183	0.082345426	-0.12654293	-0.3751747	0.0049936753	-1.1837402E-5	23.785828	25.58033	6.599222	25.807665	6.8908873
50.299805	55	0.1	0.11996716	0.18679525	0.013833353	-0.27880293	0.10288657	0.098382205	23.372341	24.933535	6.655044	25.133232	6.902279
50.299805	60	0.2	0.22502062	0.29068437	0.1509216	-0.17561798	0.20189393	0.19901565	22.935064	24.250896	6.6820116	24.423271	6.887585
50.299805	65	0.3	0.32706612	0.39031136	0.2921028	-0.061523743	0.30154657	0.3027984	22.54345	23.602007	6.707057	23.748613	6.876218
50.299805	70	0.4	0.43124217	0.48825887	0.42459825	0.066911556	0.3983775	0.39938045	22.144749	22.939959	6.711938	23.059296	6.8451195
50.299805	75	0.5	0.5320041	0.58149767	0.54819953	0.20538563	0.5021673	0.5036926	21.800543	22.320755	6.744565	22.414583	6.846419
50.299805	80	0.6	0.6311452	0.67240524	0.6638588	0.3517798	0.6013913	0.6032611	21.546276	21.768011	6.778189	21.83957	6.8537917
50.299805	85	0.7	0.7294087	0.7607558	0.7659428	0.5059956	0.7004399	0.69759643	21.317932	21.240734	6.81248	21.290714	6.864284
50.299805	90	0.8	0.82294834	0.8426061	0.85678625	0.67085594	0.7997042	0.7996189	21.185608	20.797668	6.857108	20.82865	6.8885803
50.399803	10	-0.8	-0.80067384	-0.7936717	-0.8492448	-0.8546903	-0.7980509	-0.79932445	27.118164	30.536057	5.87805	30.978691	6.680451
50.399803	15	-0.7	-0.69913536	-0.686458	-0.7875729	-0.80571616	-0.7002271	-0.69696707	26.766636	29.980991	6.034689	30.397968	6.7553782
50.399803	20	-0.6	-0.59852153	-0.57667196	-0.7225466	-0.75506	-0.5983267	-0.5999382	26.40172	29.412302	6.1698904	29.804026	6.8169227
50.399803	25	-0.5	-0.49731654	-0.46675584	-0.64985186	-0.70713025	-0.500482	-0.49874717	25.991552	28.803381	6.2808714	29.167707	6.855921
50.399803	30	-0.4	-0.39512137	-0.35542953	-0.57087845	-0.6538661	-0.400137	-0.39979404	25.558165	28.175388	6.365753	28.512419	6.8748393
50.399803	35	-0.3	-0.29248372	-0.24463888	-0.47776416	-0.59940714	-0.2969745	-0.29884982	25.133875	27.54611	6.4455156	27.856672	6.895327
50.399803	40	-0.2	-0.18833119	-0.13571177	-0.36850375	-0.53064483	-0.20327334	-0.19917198	24.675817	26.878218	6.5233984	27.159462	6.914644
50.399803	45	-0.1	-0.085297	-0.025638783	-0.25306752	-0.45977154	-0.10148109	-0.10119313	24.245457	26.229082	6.567208	26.485376	6.9088893
50.399803	50	0.0	0.0181397	0.08164868	-0.12108745	-0.37909085	-0.0012480499	0.00134983	23.764563	25.533325	6.602948	25.759977	6.893827
50.399803	55	0.1	0.12148845	0.18624653	0.015142717	-0.27912837	0.09817548	0.1020781	23.347527	24.89282	6.6432257	25.092134	6.8895307
50.399803	60	0.2	0.22296143	0.29127347	0.15402912	-0.17883319	0.20447367	0.20250845	22.938797	24.250507	6.674968	24.423191	6.8811045
50.399803	65	0.3	0.32772994	0.39058596	0.29136536	-0.057502154	0.3011599	0.29801103	22.523167	23.575209	6.693505	23.720617	6.861463
50.399803	70	0.4	0.43047845	0.48950583	0.42324796	0.06488618	0.40045094	0.39905694	22.127739	22.92715	6.7176943	23.04594	6.8504877
50.399803	75	0.5	0.53301686	0.58155113	0.5493224	0.20722002	0.5015828	0.49742463	21.805351	22.330667	6.735426	22.425465	6.838654
50.399803	80	0.6	0.6318737	0.67267585	0.66419363	0.35435978	0.5985677	0.5976933	21.539713	21.758389	6.771981	21.829807	6.847405
50.399803	85	0.7	0.72842616	0.76019984	0.76761496	0.50673014	0.69961447	0.69728583	21.304976	21.208282	6.8053317	21.257824	6.8566456
50.399803	90	0.8	0.8229162	0.8432681	0.85718274	0.6684072	0.7977515	0.7998533	21.175617	20.787796	6.855309	20.818857	6.8869677
50.4998	10	-0.8	-0.79975814	-0.79333967	-0.8506597	-0.85249114	-0.7991015	-0.80097663	27.116167	30.526869	5.8868423	30.968952	6.687973
50.4998	15	-0.7	-0.6998309	-0.6854345	-0.7860004	-0.80592275	-0.7001952	-0.7004812	26.75712	29.959091	6.0328817	30.376057	6.7539062
50.4998	20	-0.6	-0.5984109	-0.57605815	-0.7229962	-0.7544057	-0.5984288	-0.6009801	26.359941	29.36242	6.1595736	29.752352	6.803901
50.4998	25	-0.5	-0.49711293	-0.46618634	-0.65067625	-0.70908844	-0.50040925	-0.49915695	25.994886	28.79267	6.280017	29.157082	6.8551865
50.4998	30	-0.4	-0.39503187	-0.3552079	-0.5721456	-0.6574907	-0.40034902	-0.40070456	25.583712	28.18947	6.370381	28.528095	6.881005
50.4998	35	-0.3	-0.29282212	-0.24525997	-0.47601983	-0.6010032	-0.29970443	-0.29716375	25.127571	27.53185	6.455559	27.841427	6.9035125
50.4998	40	-0.2	-0.18928443	-0.13382009	-0.37141255	-0.535567	-0.20070529	-0.20292784	24.681017	26.878569	6.505947	27.16186	6.8996964
50.4998	45	-0.1	-0.08621619	-0.02593739	-0.25107402	-0.4595559	-0.097926244	-0.097442456	24.225267	26.208006	6.556253	26.46347	6.8969264
50.4998	50	0.0	0.016608857	0.08304703	-0.12324836	-0.3780944	0.0035815719	-0.004722147	23.777565	25.543112	6.6075764	25.770178	6.898983
50.4998	55	0.1	0.12037143	0.1873091	0.01430625	-0.27929622	0.1028028	0.09760537	23.344404	24.883425	6.642534	25.082853	6.8886323
50.4998	60	0.2	0.22545987	0.2903185	0.15043928	-0.17672825	0.20166941	0.20079625	22.896288	24.206913	6.663502	24.378553	6.868373
50.4998	65	0.3	0.32711145	0.39035776	0.29068297	-0.05966081	0.30568743	0.29983506	22.516228	23.563807	6.693062	23.70916	6.8605943
50.4998	70	0.4	0.43124065	0.48792964	0.42396358	0.0687237	0.39822215	0.3991575	22.146011	22.93198	6.7149463	23.052025	6.8490553
50.4998	75	0.5	0.53251666	0.5815883	0.5476014	0.20722853	0.4998328	0.5009132	21.792292	22.291687	6.734587	22.38615	6.837021
50.4998	80	0.6	0.6313547	0.67183506	0.6639392	0.3548615	0.60239035	0.5996456	21.529116	21.764849	6.766844	21.836477	6.8427362
50.4998	85	0.7	0.7291719	0.7587532	0.76693153	0.5089699	0.69656134	0.701103	21.286205	21.205662	6.79422	21.25501	6.8452473
50.4998	90	0.8	0.82323676	0.84390646	0.8574738	0.6675286	0.7999242	0.79724073	21.15002	20.763208	6.8469253	20.793545	6.877772
50.5998	10	-0.8	-0.799663	-0.7934959	-0.8488847	-0.8542387	-0.79973686	-0.79975575	27.060427	30.455832	5.8734274	30.895485	6.6703005
50.5998	15	-0.7	-0.6999033	-0.6862704	-0.7847254	-0.8025469	-0.6995441	-0.69922686	26.736525	29.924913	6.038631	30.339718	6.756375
50.5998	20	-0.6	-0.5991795	-0.57698804	-0.7229576	-0.7539194	-0.59803236	-0.60132277	26.33516	29.319513	6.1587877	29.707521	6.799764
50.5998	25	-0.5	-0.49836963	-0.46668726	-0.6522922	-0.7094811	-0.4975566	-0.49746838	25.958052	28.746727	6.280479	29.10892	6.852699
50.5998	30	-0.4	-0.39474633	-0.35474566	-0.5691351	-0.6588882	-0.40298912	-0.40124148	25.544102	28.13744	6.3679566	28.473904	6.8762846
50.5998	35	-0.3	-0.2932042	-0.24442692	-0.4747276	-0.5996789	-0.2984748	-0.30202234	25.122305	27.501135	6.455547	27.810907	6.903416
50.5998	40	-0.2	-0.18866165	-0.13331051	-0.37085956	-0.53249145	-0.19947992	-0.20274772	24.657831	26.840963	6.505883	27.123348	6.897807
50.5998	45	-0.1	-0.0855867	-0.02522578	-0.24980325	-0.45896244	-0.10242809	-0.10221358	24.21879	26.19314	6.560051	26.447842	6.89921
50.5998	50	0.0	0.0167778	0.08178359	-0.120515235	-0.37785363	7.5419294E-4	0.0025871932	23.761677	25.519255	6.597142	25.74592	6.8881764
50.5998	55	0.1	0.12041303	0.18611203	0.014789144	-0.28163037	0.102413096	0.10502474	23.332907	24.86466	6.642342	25.063803	6.88877
50.5998	60	0.2	0.22372082	0.2907792	0.15661152	-0.17878647	0.19829941	0.20296618	22.91198	24.209702	6.665393	24.381748	6.8707724
50.5998	65	0.3	0.32882696	0.39015815	0.29081455	-0.062399913	0.29767856	0.30525565	22.489645	23.534142	6.6815925	23.679588	6.849308
50.5998	70	0.4	0.43086877	0.48767942	0.42689112	0.067239106	0.3952647	0.40285328	22.11984	22.902418	6.705003	23.021603	6.8384533
50.5998	75	0.5	0.5326832	0.581345	0.54854804	0.2048779	0.4966978	0.502944	21.803825	22.310104	6.738201	22.405375	6.841764
50.5998	80	0.6	0.63222146	0.67189145	0.6646343	0.3537907	0.5980651	0.5994123	21.482815	21.683561	6.7478447	21.754297	6.8226566
50.5998	85	0.7	0.7289303	0.7589883	0.76674163	0.50799125	0.7018696	0.7017035	21.286266	21.208017	6.790708	21.257938	6.842377
50.5998	90	0.8	0.8231776	0.8437788	0.85718864	0.6658206	0.7990797	0.8015607	21.121447	20.722889	6.824763	20.75339	6.855788
50.6998	10	-0.8	-0.7998357	-0.7935876	-0.84834206	-0.8529535	-0.7997357	-0.7999766	27.03612	30.414463	5.873214	30.852234	6.6657653
50.6998	15	-0.7	-0.69835794	-0.6863205	-0.78942347	-0.80363625	-0.7013884	-0.69816595	26.70064	29.871157	6.0299883	30.284296	6.7434483
50.6998	20	-0.6	-0.5982277	-0.5771958	-0.72439075	-0.7540796	-0.59943074	-0.5989099	26.314262	29.279873	6.159459	29.66697	6.797803
50.6998	25	-0.5	-0.49829257	-0.4658461	-0.64782566	-0.7063866	-0.49938545	-0.5015993	25.929846	28.714895	6.266726	29.075935	6.8363023
50.6998	30	-0.4	-0.3941344	-0.35507205	-0.5712622	-0.6565632	-0.40359354	-0.3996254	25.533371	28.109268	6.367882	28.445375	6.8742514
50.6998	35	-0.3	-0.292054	-0.2447577	-0.4825814	-0.599147	-0.29848492	-0.29999238	25.09982	27.478588	6.4517136	27.787407	6.898389
50.6998	40	-0.2	-0.18962912	-0.13491309	-0.36814308	-0.5298285	-0.19913574	-0.20272987	24.647385	26.807158	6.5129514	27.08779	6.9018893
50.6998	45	-0.1	-0.086209685	-0.026059825	-0.2514262	-0.45750764	-0.10094866	-0.10067704	24.205177	26.170586	6.55416	26.425043	6.89283
50.6998	50	0.0	0.016709255	0.08284475	-0.11709994	-0.37995395	-0.0033312489	-4.0871855E-5	23.76881	25.5099	6.605027	25.7369	6.89574
50.6998	55	0.1	0.121621646	0.18657872	0.015400049	-0.28093365	0.096395485	0.10293539	23.293509	24.819937	6.6218624	25.017923	6.866492
50.6998	60	0.2	0.22441292	0.29132885	0.15456693	-0.17884718	0.19966502	0.19902897	22.878878	24.165495	6.652606	24.33615	6.8550286
50.6998	65	0.3	0.32720348	0.3900413	0.2935248	-0.057108063	0.29900673	0.30063534	22.491255	23.51916	6.688849	23.66356	6.8548675
50.6998	70	0.4	0.43000057	0.48737213	0.42441818	0.06855229	0.4020027	0.40044153	22.097391	22.862328	6.695539	22.981081	6.8283505
50.6998	75	0.5	0.531214	0.5811976	0.54881275	0.20440252	0.50307876	0.5062133	21.767925	22.265423	6.716918	22.360033	6.819625
50.6998	80	0.6	0.6300452	0.6723538	0.66636837	0.35275	0.60296124	0.5997786	21.502886	21.714125	6.7547083	21.785223	6.8298144
50.6998	85	0.7	0.728138	0.7593592	0.7680764	0.50895	0.6997632	0.69836664	21.290388	21.192734	6.7936225	21.242804	6.8454456
50.6998	90	0.8	0.823113	0.843394	0.8571921	0.6686025	0.7997587	0.79603946	21.103443	20.703447	6.8094335	20.734215	6.840684
50.799797	10	-0.8	-0.79962546	-0.79372364	-0.8496065	-0.8532581	-0.80024683	-0.79938346	27.013884	30.381744	5.871595	30.818256	6.6623044
50.799797	15	-0.7	-0.6998013	-0.6865807	-0.7862388	-0.80091655	-0.69890004	-0.69960105	26.638687	29.793655	6.0170784	30.203848	6.7257614
50.799797	20	-0.6	-0.5987935	-0.5756444	-0.7206644	-0.7560549	-0.60206676	-0.60204643	26.32793	29.28966	6.160983	29.676622	6.798737
50.799797	25	-0.5	-0.49638695	-0.46575737	-0.6551696	-0.70942277	-0.49998796	-0.50181204	25.930578	28.681406	6.276558	29.043028	6.8457136
50.799797	30	-0.4	-0.396456	-0.35580102	-0.5683485	-0.65612465	-0.39757198	-0.39898545	25.501062	28.062506	6.3610473	28.397114	6.8658304
50.799797	35	-0.3	-0.29222286	-0.24479912	-0.47500256	-0.596043	-0.30462253	-0.30331162	25.059313	27.427973	6.444896	27.733921	6.886596
50.799797	40	-0.2	-0.1899501	-0.13518736	-0.36741373	-0.53232837	-0.20241943	-0.19813377	24.598862	26.776396	6.4941616	27.054716	6.880768
50.799797	45	-0.1	-0.08583518	-0.024731746	-0.25431246	-0.4635789	-0.09920104	-0.09914867	24.198921	26.155846	6.55275	26.410362	6.8914847
