GC	overallBiases	overallSkews	AT1	GC1	AT2	GC2	AT4	GC4	aaAvgCost	aaAvgCost_Aer_Het	aaAvgCost_An_Het	aaAvgCost_Aer_Phot	aaAvgCost_An_Phot
14.500017	15	-0.7	-0.697409	-0.68372667	-0.77363694	-0.7713097	-0.69844425	-0.7013639	38.95245	46.234573	8.0803175	47.336002	10.094654
14.500017	20	-0.6	-0.5931112	-0.57326347	-0.71572834	-0.71562517	-0.60201627	-0.599115	37.59614	44.619404	8.10144	45.614155	9.864513
14.500017	25	-0.5	-0.4892559	-0.46159354	-0.65809506	-0.66658795	-0.50061023	-0.49572906	36.27378	43.026657	8.14323	43.919674	9.677998
14.500017	30	-0.4	-0.38055593	-0.35130498	-0.6001802	-0.6132494	-0.402753	-0.39754033	35.006123	41.478645	8.193869	42.276756	9.521124
14.500017	35	-0.3	-0.27413678	-0.24238005	-0.5358277	-0.55658793	-0.29880533	-0.29125163	33.769238	39.94918	8.266799	40.65389	9.403256
14.500017	40	-0.2	-0.1620405	-0.13268444	-0.4644737	-0.49538094	-0.19936182	-0.19329582	32.55961	38.442043	8.33826	39.057854	9.298508
14.500017	45	-0.1	-0.050252818	-0.02650096	-0.37870234	-0.42215994	-0.10108388	-0.1130092	31.432716	37.00359	8.459585	37.5326	9.257113
14.500017	50	0.0	0.062823795	0.07542755	-0.28403133	-0.33721486	0.004144965	-0.0030782446	30.360516	35.608536	8.573147	36.057247	9.225955
14.500017	55	0.1	0.17677405	0.17535059	-0.17218518	-0.23606119	0.10009515	0.09036288	29.391615	34.312588	8.718559	34.68423	9.239846
14.500017	60	0.2	0.2887147	0.27267507	-0.045817934	-0.12747806	0.19561505	0.21083827	28.515287	33.10879	8.888852	33.406914	9.293053
14.500017	65	0.3	0.39927644	0.36719218	0.087934084	0.0051119546	0.29834417	0.2917382	27.795809	32.058582	9.072819	32.292824	9.378601
14.500017	70	0.4	0.5059331	0.4620091	0.23350906	0.14003928	0.40087634	0.38536477	27.209555	31.163477	9.280974	31.337368	9.49992
14.500017	75	0.5	0.6071659	0.55019826	0.3822759	0.2900737	0.5002634	0.49705306	26.796024	30.448338	9.502431	30.570621	9.650732
14.500017	80	0.6	0.70298564	0.6394894	0.5284303	0.44526905	0.59832656	0.59562844	26.568724	29.941956	9.722567	30.02074	9.814846
14.500017	85	0.7	0.7910057	0.7284964	0.66628975	0.5972567	0.7018503	0.6923077	26.56234	29.705334	9.963467	29.750498	10.014034
14.500017	90	0.8	0.8704878	0.8172347	0.79253125	0.74436015	0.798646	0.81478953	26.752886	29.696573	10.198177	29.71798	10.221206
14.600018	10	-0.8	-0.79935825	-0.7915255	-0.8364004	-0.8371548	-0.7991273	-0.7980527	40.267574	47.78697	8.051916	48.99662	10.332126
14.600018	15	-0.7	-0.6972334	-0.68321264	-0.7732044	-0.77463555	-0.7009084	-0.70516515	38.898544	46.162945	8.069034	47.261932	10.07853
14.600018	20	-0.6	-0.59444946	-0.5735975	-0.71488136	-0.71961975	-0.60201144	-0.5993929	37.565117	44.57853	8.098888	45.571632	9.859606
14.600018	25	-0.5	-0.48879713	-0.46175084	-0.6590676	-0.668473	-0.49831274	-0.49490574	36.243202	42.990643	8.135835	43.88275	9.669083
14.600018	30	-0.4	-0.38252166	-0.3490069	-0.5994437	-0.61450607	-0.39572072	-0.4012891	34.992657	41.460438	8.185272	42.25791	9.51176
14.600018	35	-0.3	-0.27247044	-0.2415666	-0.5362688	-0.55803597	-0.2992994	-0.2986536	33.719524	39.894287	8.248986	40.597218	9.380843
14.600018	40	-0.2	-0.16206363	-0.13174532	-0.46342084	-0.4916804	-0.20053548	-0.20181623	32.540134	38.412197	8.343011	39.02627	9.300778
14.600018	45	-0.1	-0.050359953	-0.028016122	-0.37806943	-0.41753173	-0.096818656	-0.09539218	31.404621	36.96756	8.444262	37.49581	9.240786
14.600018	50	0.0	0.06281949	0.07416238	-0.2814643	-0.33493057	-0.0016657679	0.0040245713	30.339409	35.56879	8.572105	36.016064	9.223627
14.600018	55	0.1	0.1769316	0.1713635	-0.17391282	-0.23142776	0.093084864	0.10600411	29.372559	34.278606	8.719409	34.650284	9.241551
14.600018	60	0.2	0.28852662	0.27131984	-0.04714412	-0.12717815	0.20899804	0.1955836	28.502373	33.07759	8.877922	33.377457	9.284486
14.600018	65	0.3	0.39863288	0.36891052	0.089118645	0.0017881091	0.3036972	0.300676	27.77575	32.026466	9.071959	32.260155	9.376967
14.600018	70	0.4	0.5053392	0.4598506	0.23419233	0.14084445	0.40511224	0.403128	27.200735	31.138292	9.268649	31.313026	9.48801
14.600018	75	0.5	0.6075163	0.5511959	0.38226756	0.2899273	0.5033838	0.5063015	26.773794	30.406752	9.482706	30.529028	9.630726
14.600018	80	0.6	0.7017756	0.64073354	0.5301872	0.44153708	0.59676427	0.6040201	26.576563	29.942068	9.7211	30.021643	9.814117
14.600018	85	0.7	0.7905803	0.731339	0.66701925	0.59128624	0.69370127	0.6902869	26.54093	29.662441	9.951833	29.707735	10.002808
14.600018	90	0.8	0.8702087	0.8184583	0.7921785	0.74162817	0.80279094	0.80154014	26.731884	29.653185	10.187236	29.674383	10.20984
14.700018	10	-0.8	-0.7992973	-0.7908391	-0.8358109	-0.8367977	-0.80144316	-0.80767477	40.248714	47.759563	8.050282	48.967922	10.328033
14.700018	15	-0.7	-0.6979863	-0.68317306	-0.7731604	-0.77382064	-0.69519544	-0.7022197	38.874752	46.135372	8.062441	47.23292	10.068517
14.700018	20	-0.6	-0.595205	-0.5723348	-0.71335906	-0.7191378	-0.6013689	-0.60461724	37.523544	44.529926	8.093673	45.51996	9.850072
14.700018	25	-0.5	-0.48945877	-0.46156475	-0.65961057	-0.6656771	-0.49849764	-0.5156038	36.207863	42.94581	8.121961	43.83649	9.651473
14.700018	30	-0.4	-0.3814786	-0.35314146	-0.59981215	-0.6064783	-0.40008396	-0.40267798	34.92329	41.379078	8.171062	42.172756	9.49087
14.700018	35	-0.3	-0.2726281	-0.24499257	-0.53672874	-0.5490013	-0.30056965	-0.2885854	33.700016	39.860046	8.243267	40.561802	9.3720045
14.700018	40	-0.2	-0.16242486	-0.13426642	-0.46250293	-0.48694664	-0.19520663	-0.22106268	32.47967	38.344833	8.323296	38.95585	9.275918
14.700018	45	-0.1	-0.048698343	-0.026795052	-0.38034338	-0.4203729	-0.10059562	-0.10648118	31.36272	36.899334	8.43986	37.42697	9.23393
14.700018	50	0.0	0.063248634	0.0754662	-0.2827438	-0.33548817	-0.0012066185	-0.0019734988	30.290743	35.508663	8.553428	35.954212	9.2017
14.700018	55	0.1	0.17629677	0.17657228	-0.17282385	-0.24129398	0.10523695	0.1022933	29.31465	34.207756	8.703066	34.576847	9.222016
14.700018	60	0.2	0.28787187	0.27129644	-0.048076313	-0.11891111	0.20736451	0.18943103	28.474924	33.0364	8.868129	33.33535	9.273404
14.700018	65	0.3	0.39906865	0.3668513	0.089079656	7.077558E-4	0.29928178	0.31318316	27.72765	31.971489	9.0547085	32.20283	9.357276
14.700018	70	0.4	0.5046165	0.45780516	0.23620291	0.14787222	0.40034252	0.39120466	27.170761	31.092329	9.260375	31.265638	9.478695
14.700018	75	0.5	0.6068227	0.5505094	0.38304034	0.29181278	0.50460637	0.4850657	26.762438	30.387125	9.480005	30.50934	9.628072
14.700018	80	0.6	0.70156103	0.64148194	0.53060955	0.44173375	0.59691596	0.6032013	26.555202	29.905628	9.707234	29.984629	9.7990885
14.700018	85	0.7	0.79090333	0.7296662	0.6668688	0.59797126	0.69527376	0.6937998	26.538849	29.653194	9.949844	29.698792	10.000948
14.700018	90	0.8	0.8703544	0.81957084	0.79157287	0.74066454	0.801238	0.79339904	26.715761	29.622284	10.180441	29.643705	10.203554
14.800018	10	-0.8	-0.79917836	-0.7898513	-0.836675	-0.83963084	-0.8006791	-0.80310124	40.19959	47.699036	8.039843	48.904793	10.311659
14.800018	15	-0.7	-0.6971719	-0.68445635	-0.7730359	-0.7756402	-0.7012852	-0.68986744	38.81748	46.07019	8.047721	47.164333	10.0475445
14.800018	20	-0.6	-0.5942204	-0.57353866	-0.7155371	-0.7189561	-0.59714913	-0.6048682	37.49053	44.484592	8.079053	45.47407	9.832151
14.800018	25	-0.5	-0.4898118	-0.4636706	-0.65814304	-0.6661688	-0.4957292	-0.49505326	36.183723	42.912	8.112159	43.801388	9.639788
14.800018	30	-0.4	-0.3822585	-0.3518975	-0.59953344	-0.61050326	-0.40043375	-0.40878707	34.90144	41.342514	8.172192	42.134518	9.489702
14.800018	35	-0.3	-0.27374735	-0.24022067	-0.53518754	-0.5542955	-0.29886505	-0.3004974	33.66893	39.824734	8.235261	40.52508	9.36297
14.800018	40	-0.2	-0.162432	-0.13335101	-0.46271884	-0.49492994	-0.20799845	-0.1983949	32.46316	38.316227	8.31774	38.927418	9.270681
14.800018	45	-0.1	-0.050734334	-0.027179977	-0.37950245	-0.42293075	-0.099287346	-0.1012889	31.364452	36.901653	8.428184	37.429638	9.22314
14.800018	50	0.0	0.06309989	0.07402747	-0.28323382	-0.33100975	-0.0026198365	-0.0049805553	30.283018	35.490883	8.5597725	35.936363	9.207937
14.800018	55	0.1	0.17590217	0.17494023	-0.16999103	-0.23656662	0.10299887	0.09235621	29.307842	34.18252	8.697646	34.550835	9.214901
14.800018	60	0.2	0.28840253	0.2739349	-0.04705333	-0.12880735	0.19829388	0.19675356	28.468256	33.024628	8.870044	33.323284	9.274397
14.800018	65	0.3	0.39851174	0.36597374	0.0902428	0.005276696	0.30330715	0.29666883	27.72422	31.952007	9.052424	32.18408	9.3556795
14.800018	70	0.4	0.5055151	0.46103835	0.2347302	0.1439314	0.40320504	0.3942047	27.131357	31.037148	9.250885	31.209478	9.46736
14.800018	75	0.5	0.6069251	0.5497111	0.38150063	0.2948662	0.50753623	0.496147	26.721487	30.33582	9.46127	30.456846	9.607958
14.800018	80	0.6	0.70224375	0.6411287	0.5291506	0.44096196	0.59617484	0.6114525	26.540983	29.88118	9.699563	29.960783	9.792181
14.800018	85	0.7	0.7901134	0.73076415	0.6672376	0.59159374	0.69776547	0.70772374	26.507921	29.597557	9.935333	29.642801	9.985914
14.800018	90	0.8	0.869831	0.8189684	0.79332846	0.7404243	0.79928905	0.8165755	26.713589	29.618773	10.177533	29.640182	10.200609
14.900019	10	-0.8	-0.799119	-0.79085433	-0.8369356	-0.8391807	-0.7988727	-0.796422	40.17888	47.669727	8.036827	48.87379	10.30548
14.900019	15	-0.7	-0.69774705	-0.68364054	-0.7725079	-0.77336305	-0.69814396	-0.7002775	38.762554	46.004898	8.038614	47.096077	10.033764
14.900019	20	-0.6	-0.5938488	-0.5723996	-0.7145906	-0.7175612	-0.60218143	-0.6133422	37.44653	44.43057	8.069053	45.41793	9.81863
14.900019	25	-0.5	-0.48872784	-0.4614799	-0.6582174	-0.66852456	-0.5004043	-0.49846384	36.140175	42.85791	8.114947	43.744247	9.637669
14.900019	30	-0.4	-0.38259283	-0.3515716	-0.5991694	-0.61347264	-0.3973583	-0.39648527	34.876373	41.309692	8.161442	42.10152	9.478694
14.900019	35	-0.3	-0.27222005	-0.24199124	-0.535349	-0.5580667	-0.303232	-0.28892013	33.65204	39.79287	8.227766	40.493584	9.354984
14.900019	40	-0.2	-0.16217801	-0.13276975	-0.4632796	-0.4973141	-0.19849391	-0.2021551	32.446125	38.28588	8.309999	38.897102	9.260866
14.900019	45	-0.1	-0.04990657	-0.030812955	-0.37994453	-0.4204422	-0.10074509	-0.0940724	31.309088	36.834503	8.413596	37.360153	9.204068
14.900019	50	0.0	0.062399846	0.07456647	-0.27998486	-0.33398426	-7.936414E-4	0.005065024	30.255983	35.455547	8.547949	35.899555	9.194327
14.900019	55	0.1	0.17545955	0.1736003	-0.1705416	-0.23514721	0.097584836	0.10592061	29.28817	34.16242	8.69298	34.530216	9.209239
14.900019	60	0.2	0.2886375	0.2739728	-0.045633916	-0.12472327	0.19746003	0.18657938	28.413755	32.956398	8.853543	33.252377	9.254237
14.900019	65	0.3	0.39893815	0.3665922	0.09081106	0.0029806476	0.30272642	0.30253026	27.6814	31.898119	9.04279	32.128254	9.343163
14.900019	70	0.4	0.50474554	0.46055543	0.23683147	0.13964806	0.40196043	0.40600646	27.128328	31.022303	9.248997	31.195185	9.466493
14.900019	75	0.5	0.6074188	0.5511714	0.38246143	0.28964773	0.49647787	0.5168447	26.701609	30.29548	9.447559	30.416676	9.59411
14.900019	80	0.6	0.7020562	0.6403975	0.5293484	0.4433976	0.59480643	0.60116893	26.535864	29.864185	9.68939	29.9445	9.782856
14.900019	85	0.7	0.7902002	0.73057824	0.6679279	0.5939771	0.7007145	0.6917682	26.498127	29.577541	9.919948	29.623158	9.970886
14.900019	90	0.8	0.87020874	0.819153	0.7928016	0.74056333	0.79930055	0.79028136	26.679508	29.552834	10.161133	29.574247	10.184052
15.000019	10	-0.8	-0.7990118	-0.79160446	-0.83664536	-0.83607477	-0.8015815	-0.8009595	40.11889	47.60014	8.017351	48.80167	10.280342
15.000019	15	-0.7	-0.69727504	-0.68224174	-0.77287704	-0.7774599	-0.70196193	-0.70109946	38.753395	45.981705	8.033642	47.073288	10.028206
15.000019	20	-0.6	-0.59437966	-0.5707056	-0.7155196	-0.7217677	-0.59631056	-0.60902786	37.38894	44.367107	8.052754	45.351395	9.79642
15.000019	25	-0.5	-0.48881447	-0.4611489	-0.6568218	-0.6655409	-0.5019417	-0.50510657	36.08021	42.786324	8.091605	43.67024	9.608559
15.000019	30	-0.4	-0.38231096	-0.35045302	-0.5993296	-0.61300766	-0.3980438	-0.40237743	34.825264	41.259136	8.151299	42.047375	9.461647
15.000019	35	-0.3	-0.2724614	-0.23928118	-0.5365595	-0.5579683	-0.29800975	-0.30847922	33.604218	39.738415	8.225745	40.436123	9.348794
15.000019	40	-0.2	-0.16178913	-0.13221836	-0.46402323	-0.4936469	-0.20032308	-0.21407525	32.42665	38.255802	8.312952	38.865963	9.262304
15.000019	45	-0.1	-0.0495092	-0.027695125	-0.37957963	-0.4244912	-0.09887772	-0.096742414	31.296043	36.808178	8.413544	37.333668	9.204396
15.000019	50	0.0	0.06255398	0.075295374	-0.28129086	-0.33478102	0.001407135	-0.011696293	30.237762	35.430904	8.538755	35.87491	9.184678
15.000019	55	0.1	0.17616871	0.17459634	-0.17109367	-0.24129014	0.10188418	0.11012317	29.267092	34.126427	8.679204	34.494957	9.196699
15.000019	60	0.2	0.28784472	0.27275008	-0.04459526	-0.12218518	0.20244491	0.19362804	28.409594	32.94225	8.847602	33.238636	9.248837
15.000019	65	0.3	0.39883786	0.36897472	0.09155056	0.0015163003	0.29393467	0.2880566	27.687258	31.894438	9.035087	32.1258	9.336872
15.000019	70	0.4	0.5045176	0.46192062	0.23717752	0.13808127	0.39843053	0.39843512	27.127821	31.015078	9.234593	31.188566	9.452224
15.000019	75	0.5	0.6061895	0.55103445	0.38474345	0.2915119	0.5016293	0.5083431	26.729942	30.324047	9.465718	30.445658	9.612349
15.000019	80	0.6	0.70185375	0.6406641	0.529445	0.4424864	0.60600793	0.622975	26.499393	29.80825	9.681263	29.887758	9.773751
15.000019	85	0.7	0.78968614	0.7300347	0.6696157	0.59457844	0.68870765	0.69970465	26.500088	29.5646	9.918133	29.610556	9.96928
15.000019	90	0.8	0.8698196	0.81920224	0.7940128	0.7407589	0.8007345	0.8057599	26.65937	29.519894	10.151016	29.540747	10.1733265
15.100019	10	-0.8	-0.8001518	-0.79238683	-0.83521354	-0.8365702	-0.79849106	-0.795127	40.046616	47.524006	8.003661	48.720276	10.257793
15.100019	15	-0.7	-0.69784164	-0.68259746	-0.7727859	-0.77503586	-0.6995865	-0.7064751	38.707027	45.931824	8.025642	47.019924	10.013939
15.100019	20	-0.6	-0.5946346	-0.5726252	-0.71478885	-0.7191751	-0.59388345	-0.5975802	37.363503	44.330505	8.047578	45.313885	9.789971
15.100019	25	-0.5	-0.4889571	-0.46197167	-0.6589672	-0.6655676	-0.5007271	-0.4978184	36.0645	42.756554	8.091879	43.640114	9.609148
15.100019	30	-0.4	-0.3819406	-0.35123974	-0.6004217	-0.612319	-0.40054595	-0.40068695	34.807667	41.212677	8.143208	42.00214	9.454809
15.100019	35	-0.3	-0.2734842	-0.24078692	-0.53510183	-0.55704045	-0.29783228	-0.31346416	33.566425	39.686207	8.211534	40.38237	9.331153
15.100019	40	-0.2	-0.16214521	-0.1365752	-0.4640673	-0.48983037	-0.1995722	-0.1878024	32.39007	38.209904	8.300012	38.818058	9.246309
15.100019	45	-0.1	-0.0497764	-0.03086221	-0.37938073	-0.41850686	-0.09823172	-0.09176019	31.250751	36.75564	8.392141	37.27968	9.180717
15.100019	50	0.0	0.06216535	0.074115	-0.28142563	-0.33591366	0.0014631005	0.005918716	30.229939	35.41304	8.542009	35.85704	9.187829
15.100019	55	0.1	0.17584	0.17553033	-0.17019187	-0.24096562	0.09817142	0.09244182	29.25353	34.09894	8.684325	34.466503	9.199766
15.100019	60	0.2	0.28792796	0.27221638	-0.045924105	-0.124480724	0.20715846	0.19952115	28.392408	32.912476	8.837918	33.209232	9.239387
15.100019	65	0.3	0.3978243	0.3672038	0.091476254	0.0040562972	0.3024148	0.2992341	27.658531	31.852976	9.021891	32.08362	9.322666
15.100019	70	0.4	0.5047923	0.46191025	0.23637263	0.13663653	0.3994927	0.40545887	27.10766	30.984154	9.233673	31.157822	9.451611
15.100019	75	0.5	0.60649407	0.55079484	0.3848361	0.29385984	0.502875	0.48670945	26.686512	30.265347	9.447882	30.386293	9.59371
15.100019	80	0.6	0.70198005	0.64151657	0.53047067	0.4411827	0.60037106	0.6070214	26.5053	29.808638	9.679473	29.88888	9.772831
15.100019	85	0.7	0.78946733	0.73003083	0.66849643	0.59500235	0.70442384	0.69909793	26.474215	29.532295	9.909895	29.578106	9.961117
15.100019	90	0.8	0.8693584	0.8188857	0.793443	0.7411444	0.8005248	0.8071693	26.649616	29.493576	10.141533	29.515047	10.164534
15.20002	10	-0.8	-0.799357	-0.78952956	-0.8362751	-0.840878	-0.7980148	-0.8045072	40.017273	47.479263	7.997892	48.674656	10.248984
15.20002	15	-0.7	-0.6971726	-0.6818022	-0.77314013	-0.7781398	-0.7019851	-0.70371276	38.634956	45.85013	8.016823	46.933895	9.997495
15.20002	20	-0.6	-0.594368	-0.5737647	-0.71494514	-0.71847576	-0.5999692	-0.5966141	37.309174	44.26711	8.043663	45.246758	9.778991
15.20002	25	-0.5	-0.48911598	-0.4615829	-0.6581431	-0.6663942	-0.5043728	-0.4912586	36.02365	42.70641	8.084739	43.58744	9.596543
15.20002	30	-0.4	-0.3831978	-0.35101458	-0.5986232	-0.6144621	-0.3982726	-0.39847434	34.757496	41.1643	8.1373205	41.94923	9.442455
15.20002	35	-0.3	-0.2736612	-0.24109781	-0.53361964	-0.55615115	-0.300622	-0.30319816	33.50916	39.625553	8.203612	40.31715	9.316896
15.20002	40	-0.2	-0.16261405	-0.13252734	-0.46262014	-0.494643	-0.20383193	-0.20142522	32.353188	38.156704	8.304899	38.762154	9.247884
15.20002	45	-0.1	-0.04953927	-0.028202368	-0.3806966	-0.4158424	-0.100620694	-0.09687914	31.215988	36.709072	8.404059	37.229492	9.186026
15.20002	50	0.0	0.06140992	0.07459481	-0.27890483	-0.33736065	-0.0012108793	-0.0067593916	30.21239	35.38146	8.534609	35.824493	9.178497
15.20002	55	0.1	0.1754964	0.17444763	-0.17017657	-0.2402637	0.09906409	0.11037026	29.222935	34.061848	8.669434	34.428802	9.1850605
15.20002	60	0.2	0.2880386	0.2721624	-0.043969598	-0.11831209	0.20017305	0.19106041	28.372093	32.886997	8.828909	33.18275	9.229292
15.20002	65	0.3	0.39729258	0.36824304	0.09230038	0.0036596523	0.30295342	0.29565817	27.666079	31.85185	9.015674	32.083485	9.31764
15.20002	70	0.4	0.5051987	0.46012893	0.23612256	0.14116868	0.39738378	0.4090279	27.067558	30.92478	9.214393	31.097342	9.430847
15.20002	75	0.5	0.6063539	0.55163836	0.38563043	0.29074	0.49442893	0.49888492	26.700418	30.266228	9.4399805	30.3884	9.587703
15.20002	80	0.6	0.70229167	0.6415169	0.5298534	0.44245303	0.60575897	0.58762884	26.463524	29.74506	9.662501	29.824198	9.754423
15.20002	85	0.7	0.7902497	0.7301038	0.6680903	0.5946769	0.6987093	0.6863934	26.448202	29.484627	9.892137	29.530266	9.943336
15.20002	90	0.8	0.86926734	0.8187551	0.7940702	0.74230933	0.8053117	0.7957078	26.631203	29.457182	10.12584	29.478806	10.149053
15.30002	10	-0.8	-0.7996288	-0.7914653	-0.83633107	-0.8382892	-0.80098397	-0.8024644	39.965034	47.421272	7.9899573	48.613045	10.235611
15.30002	15	-0.7	-0.6977319	-0.68208444	-0.7727558	-0.78088385	-0.6993005	-0.6977898	38.618046	45.823402	8.010156	46.906677	9.989631
15.30002	20	-0.6	-0.59418136	-0.57216096	-0.7175686	-0.7192001	-0.59548384	-0.60262835	37.2967	44.242283	8.040402	45.221813	9.775464
15.30002	25	-0.5	-0.4888419	-0.46250907	-0.6595258	-0.66460174	-0.49832195	-0.50038135	35.979588	42.655155	8.071004	43.53407	9.578899
15.30002	30	-0.4	-0.38193434	-0.35168585	-0.59898776	-0.6129303	-0.39879662	-0.40193507	34.721798	41.11784	8.126521	41.901604	9.428541
15.30002	35	-0.3	-0.27292144	-0.24097206	-0.535209	-0.55690354	-0.30016208	-0.30123293	33.51691	39.612953	8.207535	40.306564	9.323468
15.30002	40	-0.2	-0.16194485	-0.13256413	-0.46311566	-0.49550474	-0.1976697	-0.20081516	32.337402	38.13225	8.292463	38.738407	9.235572
15.30002	45	-0.1	-0.051091947	-0.027251944	-0.38088602	-0.42246276	-0.0993751	-0.10355396	31.216358	36.69793	8.396748	37.21987	9.181123
15.30002	50	0.0	0.061790995	0.07562598	-0.28009242	-0.33895755	0.0051854253	0.0033384694	30.184227	35.348595	8.518357	35.791023	9.16119
15.30002	55	0.1	0.1765527	0.17534262	-0.1696272	-0.23812681	0.09356718	0.09754017	29.182007	34.004242	8.665739	34.36882	9.176299
15.30002	60	0.2	0.2877404	0.27239132	-0.042866487	-0.12363085	0.19927087	0.20527163	28.341936	32.82846	8.8287325	33.123077	9.226989
15.30002	65	0.3	0.39705694	0.36719406	0.09392701	0.0058285	0.30426723	0.30691355	27.638546	31.81436	9.021609	32.044224	9.321865
15.30002	70	0.4	0.50489485	0.46086183	0.23818979	0.14166304	0.39669538	0.39542547	27.044798	30.892563	9.204476	31.064037	9.419666
15.30002	75	0.5	0.6050798	0.55097115	0.3881275	0.29246327	0.50254786	0.48651636	26.684378	30.235828	9.435905	30.357315	9.582672
15.30002	80	0.6	0.70173067	0.63915545	0.530582	0.44547918	0.60182565	0.60275394	26.43717	29.707136	9.654923	29.78555	9.746068
15.30002	85	0.7	0.79004735	0.73068386	0.668262	0.59210426	0.7041592	0.7188679	26.428724	29.449783	9.881546	29.495754	9.932842
15.30002	90	0.8	0.8692129	0.8182463	0.79480195	0.7431231	0.7969158	0.7909627	26.623697	29.439417	10.128155	29.46084	10.151072
15.400021	10	-0.8	-0.7994403	-0.79335976	-0.8364771	-0.83335316	-0.7985459	-0.7992509	39.90969	47.355812	7.975016	48.544487	10.213229
15.400021	15	-0.7	-0.69741637	-0.6826878	-0.77192044	-0.7751099	-0.704239	-0.7041538	38.56437	45.76111	7.995123	46.84149	9.968305
15.400021	20	-0.6	-0.5944732	-0.57300293	-0.71413505	-0.7207948	-0.5999115	-0.59769493	37.23383	44.167786	8.021959	45.143726	9.749717
15.400021	25	-0.5	-0.48883948	-0.4601777	-0.65974706	-0.6661607	-0.49775457	-0.50147253	35.9406	42.599277	8.067335	43.476807	9.57386
15.400021	30	-0.4	-0.3823779	-0.34817827	-0.5995728	-0.6150919	-0.39811182	-0.41421044	34.717537	41.103878	8.128123	41.887157	9.429372
15.400021	35	-0.3	-0.27413443	-0.23986058	-0.53502786	-0.5618419	-0.2945004	-0.29680732	33.47744	39.5726	8.201762	40.263176	9.312089
15.400021	40	-0.2	-0.16290887	-0.13482814	-0.4611753	-0.49024585	-0.20016909	-0.19637594	32.29402	38.077873	8.278895	38.681454	9.218132
15.400021	45	-0.1	-0.050306473	-0.030301774	-0.37687242	-0.4143083	-0.09857182	-0.097170256	31.179438	36.6524	8.382628	37.172977	9.165672
15.400021	50	0.0	0.06248204	0.074896984	-0.2791662	-0.33729866	2.5363153E-4	-0.0045045046	30.136093	35.287403	8.503976	35.72854	9.144618
15.400021	55	0.1	0.17580146	0.17406881	-0.16844209	-0.23620178	0.09736334	0.10485934	29.18221	34.00688	8.65437	34.372158	9.166241
15.400021	60	0.2	0.2877442	0.27305233	-0.042838298	-0.12519914	0.19879846	0.21717401	28.334522	32.81347	8.818078	33.109203	9.218473
15.400021	65	0.3	0.39735493	0.36942562	0.09474588	-0.0039137006	0.301023	0.30416527	27.608074	31.76908	9.003711	31.998339	9.302844
15.400021	70	0.4	0.5034822	0.4590369	0.23843576	0.14594279	0.4004233	0.40330324	27.055632	30.896503	9.206885	31.068546	9.423364
15.400021	75	0.5	0.60598195	0.5523729	0.38587245	0.2885801	0.4953566	0.49550733	26.657557	30.18598	9.417753	30.30843	9.565464
15.400021	80	0.6	0.7012514	0.6427958	0.53351647	0.43703723	0.60175353	0.5921357	26.435762	29.68784	9.635405	29.767145	9.7278595
15.400021	85	0.7	0.78959286	0.7292215	0.6686244	0.5965283	0.70058805	0.70492315	26.422407	29.436403	9.881759	29.482067	9.932696
15.400021	90	0.8	0.8696902	0.8192201	0.7937771	0.74010444	0.8040129	0.79969066	26.59133	29.389364	10.104294	29.410965	10.127397
15.500021	10	-0.8	-0.7989922	-0.7911687	-0.83707017	-0.83808774	-0.80016524	-0.8048488	39.889336	47.325466	7.9739723	48.51319	10.210828
15.500021	15	-0.7	-0.6976547	-0.6823306	-0.772533	-0.7756241	-0.699183	-0.71051496	38.53426	45.713943	7.9921775	46.7924	9.962037
15.500021	20	-0.6	-0.5938455	-0.57337576	-0.7146851	-0.7178496	-0.603193	-0.60241115	37.20414	44.124783	8.019709	45.099438	9.745084
15.500021	25	-0.5	-0.48899403	-0.46235308	-0.6583459	-0.6668348	-0.50096893	-0.5017232	35.930286	42.580635	8.057466	43.45781	9.561289
15.500021	30	-0.4	-0.3821032	-0.34960416	-0.60021365	-0.61560166	-0.39848128	-0.40113205	34.66929	41.04504	8.1136055	41.82706	9.412809
15.500021	35	-0.3	-0.27293438	-0.24191411	-0.5355162	-0.55405885	-0.298824	-0.3042311	33.43784	39.51625	8.17608	40.206703	9.28564
15.500021	40	-0.2	-0.16258782	-0.13444984	-0.4636391	-0.49338254	-0.19637325	-0.19189766	32.29363	38.06787	8.278197	38.67232	9.217754
15.500021	45	-0.1	-0.051159076	-0.027951812	-0.3773595	-0.4195234	-0.101537615	-0.11480363	31.177734	36.63896	8.374881	37.15972	9.158318
15.500021	50	0.0	0.061916247	0.07393354	-0.27774018	-0.3370197	-5.946799E-4	-0.0016888722	30.102839	35.239815	8.499469	35.678734	9.137904
15.500021	55	0.1	0.17599353	0.17546403	-0.16983855	-0.23457454	0.09628495	0.09152123	29.15159	33.953114	8.640551	34.318344	9.152365
15.500021	60	0.2	0.28599966	0.27213445	-0.039527003	-0.120848015	0.2020614	0.19579263	28.314842	32.78669	8.796632	33.08147	9.195219
15.500021	65	0.3	0.39768538	0.36851946	0.09438843	-0.0031508468	0.29712895	0.31925815	27.60812	31.748434	8.991942	31.979515	9.293228
15.500021	70	0.4	0.504718	0.46117002	0.23761804	0.14050843	0.4042369	0.40226385	27.026442	30.848778	9.189881	31.021393	9.4063225
15.500021	75	0.5	0.6061121	0.5518534	0.38589683	0.28983524	0.498616	0.49019182	26.62507	30.146303	9.408735	30.267708	9.555703
