GC	skewAT1	skewGC1	skewAT2	skewGC2	skewAT4	skewGC4	costPerAA
25.6000000000001	0.0508663292515083	0.079646617560667	-0.243421185849873	-0.342962697333856	-0.00328784074476428	-0.000188627837277052	27.9657290671355
25.6500000000001	0.0510252246496085	0.0773754917576078	-0.242772194837241	-0.340495174150231	0.00188926866554176	-0.0068269270553188	27.9795649102175
25.7000000000001	0.0511463688634817	0.0766307754140704	-0.242415832653982	-0.340892342734642	0.00274555464516222	0.00519685694092213	27.913810043095
25.7500000000001	0.050072263304428	0.0794657678816874	-0.238226713898729	-0.348185634211122	0.000258005332110197	0.00876595920219458	27.9267494866253
25.8000000000001	0.0500864284614848	0.0777246485205509	-0.241018003263801	-0.352045615349399	0.00449714989544843	0.00641370463855671	27.9424421787789
25.8500000000001	0.0515683064772648	0.0747873342632946	-0.242460212143572	-0.34053058277805	7.13679087061712e-06	-0.00464507151773108	27.8999727000136
25.9000000000001	0.0509820471671396	0.078038500777709	-0.237647058823529	-0.337561510839207	0.000516151232311067	0.00161254107897369	27.9160031919984
25.9500000000001	0.05147711184521	0.0784360051254826	-0.241925204652665	-0.342898302120892	-9.99371823425276e-05	0.000570334460422862	27.8725096637452
26.0000000000001	0.0513676110450322	0.0763621273947023	-0.242146291369089	-0.34235	0.00220119331573322	0.00577517488205629	27.8334001832999
26.0500000000001	0.0509003582746312	0.078001645990185	-0.240949018005661	-0.34192171171842	0.00378890392422192	0.00167741153169904	27.8500605249697
26.1000000000001	0.0516351099594327	0.0802796134982393	-0.237653898469972	-0.337714621101274	-0.000670442063820379	-0.00502149198569879	27.8358328820836
26.1500000000001	0.0499802656664965	0.080369918182672	-0.238206455107503	-0.343005078493325	0.00124946755643902	-0.003096224214886	27.8261310369345
26.2000000000001	0.0501984319471532	0.0804338825867351	-0.240031343013023	-0.33798195916555	-9.21743939533598e-05	-0.00204236914821193	27.8316927341536
26.2500000000001	0.0489171852283289	0.0788812474371782	-0.238605411294716	-0.346245657935894	0.001174539382447	0.000874681933842239	27.8570548714726
26.3000000000001	0.0501766390034546	0.0779517116206784	-0.237760041330684	-0.344923195905976	0.00140316065480831	9.83264832549999e-05	27.8251768874116
26.3500000000001	0.0491350084141411	0.0783536685631598	-0.239261603933567	-0.347289221093531	0.00293858567351397	0.00411311053984576	27.8027409486295
26.4000000000001	0.0505276411972764	0.0811256058080953	-0.239513683176297	-0.342749959223618	-0.00437809821062889	0.00812847338963273	27.7847928576036
26.4500000000001	0.0480051530512225	0.0773038780060953	-0.237937329676242	-0.341309689135776	-0.00432979545933788	-0.000136726761333672	27.7522731738634
26.5000000000001	0.0493602281714692	0.0780761649623749	-0.238058787507655	-0.344817412967941	-0.000939625552205315	0.000156408852741065	27.75557992221
26.5500000000001	0.0510649401261645	0.078465087933136	-0.236763012606655	-0.344315314064503	-0.000281713947657549	-0.00582805288273488	27.7711245644377
26.6000000000001	0.0491429571484183	0.0822424525534758	-0.237957041362761	-0.3413859903303	0.00438036137981384	-0.00335147910653054	27.7456203771898
26.6500000000001	0.048770847976789	0.0797142803049768	-0.235382806228691	-0.347164479004158	0.00159400037918952	-0.00386765719537413	27.7362446318777
26.7000000000001	0.0499900051434206	0.078852465220894	-0.237472070552374	-0.338191945018973	-0.0018653314820269	-0.00947199876536065	27.7235297382351
26.7500000000001	0.0493140026221044	0.0779930076537844	-0.233976335009011	-0.343986215192548	-0.0046696306238291	0.00961777471844586	27.723201988399
26.8000000000001	0.0504143172566765	0.0789509861797362	-0.236104231242677	-0.340009877182898	-0.0012527732480421	-0.00195875100818067	27.7111895444052
26.8500000000001	0.0491058315918122	0.0803913182648365	-0.236354678925766	-0.346498956548571	0.00625834737673853	-0.00564306207368281	27.7123370438315
26.9000000000001	0.0484325351697177	0.0791496865625101	-0.236360931782346	-0.340859026393719	-0.00278633230678985	-0.00137174211248285	27.6989762505119
26.9500000000001	0.0497099567440829	0.0787853092942569	-0.238231515184036	-0.339378259222542	0.000718907260963336	-0.00628644141834273	27.6932203033899
27.0000000000001	0.0491230049066607	0.0772678830592255	-0.236455183303788	-0.342394069336434	-3.4841991568238e-05	0.00433631807174635	27.675469912265
27.0500000000001	0.0486137370011389	0.0780099460013233	-0.236785825228799	-0.343367630141505	-0.00597102175456178	-0.00114191579774986	27.6745522127239
27.1000000000001	0.0483226755816556	0.0789749051454437	-0.235482835097491	-0.342665972194399	0.00192694196382322	0.00516583065059519	27.635273982363
27.1500000000001	0.0489920517371985	0.0776520892831501	-0.234855763456873	-0.345774387201648	-0.00155792359942668	-0.000856993814740294	27.6302087848956
27.2000000000001	0.0505096646898197	0.0806177696619942	-0.232609653526927	-0.344804437127376	-0.00016674077367719	0.00382245973428338	27.6352597323701
27.2500000000001	0.050340890445449	0.0810773495332264	-0.236052068281159	-0.34719477755822	0.00376132909547669	-0.000944496916495361	27.6239086380457
27.3000000000001	0.0485702508911869	0.0816452882905766	-0.236580516898608	-0.347374666271136	0.00189682385844433	0.00776246490374911	27.6028210485895
27.3500000000001	0.0502430567743937	0.0806655009802363	-0.235946750007513	-0.33797380345398	-0.000243070747477273	-0.00915167473806323	27.6221977389011
27.4000000000001	0.0489206578070378	0.0790678230684157	-0.234712982751874	-0.342616786693009	0.00557060709941391	-0.0014334019406057	27.605903997048
27.4500000000001	0.0475771504504647	0.079889007109987	-0.234025508590703	-0.344151184116099	0.00282376391118986	-0.0068449393082048	27.5977729511135
27.5000000000001	0.0486243754779433	0.0784005468215995	-0.233936482261627	-0.344548365820904	0.00153573863518976	0.0008022755451827	27.5669625165187
27.5500000000001	0.0483928334017024	0.0775616274053889	-0.232407578041685	-0.338904482097848	0.00100922124065088	0.000483844954572335	27.5773441613279
27.6000000000001	0.0479756744340485	0.0777606363998909	-0.233995243937535	-0.347618555964133	0.00334103283286586	0.0116571921997553	27.5634291182854
27.6500000000001	0.0494390743845297	0.0803427749067835	-0.2324316448934	-0.343647125854647	-0.00023351327591654	-0.00161620515030708	27.5292369353815
27.7000000000001	0.0479465316898601	0.0777130314353654	-0.232344778271988	-0.342530666582142	-0.00172557215435277	0.0025756600128783	27.5620150689925
27.7500000000001	0.0492390331244405	0.0768543808981664	-0.233122484886489	-0.340013148410706	0.00110120859353091	0.00216632351624743	27.5322883838558
27.8000000000001	0.0469782105050417	0.0800670626307786	-0.232554189239197	-0.342411558516573	-0.00356848751029371	0.00720366732154551	27.5180295409852
27.8500000000001	0.0487137308658899	0.0819488024707084	-0.230989477267615	-0.343502931422015	0.00265891834105425	-0.00072477858897983	27.4965245017378
27.9000000000001	0.0483242480805522	0.0788471262430474	-0.230129215637344	-0.345706305810157	-0.00109315004850853	-0.00164406809623986	27.493774103113
27.9500000000001	0.0481281956694788	0.0810486852517286	-0.23354831623843	-0.344044878493365	0.000699425374055433	0.00537311322422143	27.5112015443992
28.0000000000001	0.0480134818040265	0.0811711928595651	-0.232084973903489	-0.342891840012536	0.0035124164605229	-0.00121639488761569	27.483902008049
28.0500000000001	0.0485808766847758	0.0776664446887922	-0.230636990994518	-0.339429000868946	0.00337413256106224	-0.00389281661866108	27.4785494107253
28.1000000000001	0.0480751709603001	0.0788343913776896	-0.231648039302768	-0.347645070996777	0.000850531071601108	-0.000417130144605117	27.4630707684646
28.1500000000001	0.0468455911178155	0.0812059830841239	-0.231074668699137	-0.353015035941865	0.00394892184934388	0.00188872138760375	27.4533066733467
28.2000000000001	0.0469201613440131	0.078960330001847	-0.230269164077961	-0.346290664310788	-2.71278399457443e-05	-0.00387805853607638	27.4409471295264
28.2500000000001	0.0475933767967664	0.0796194394445873	-0.230435264558085	-0.347391115523018	0.00350695603026197	0.00117039586919105	27.4323456838272
28.3000000000001	0.0482477505215849	0.0793940929955123	-0.232118243575859	-0.346178098507672	0.00433117905827405	-0.00189400461448397	27.4264368867816
28.3500000000001	0.0475948581509341	0.0803730188172387	-0.2321094556492	-0.341513006767244	-0.000930953173734889	-0.0054257595207531	27.4468524765738
28.4000000000001	0.0465538033822162	0.0819331856048919	-0.232691938490503	-0.34573736812024	0.00179018976011457	0.00265570119078215	27.3959176020412
28.4500000000001	0.0475921769502635	0.0794197434950393	-0.228975714603355	-0.344132329234388	-0.00050786513810546	-0.000151906425641805	27.3971903514048
28.5000000000001	0.0459024743843426	0.0772343567701118	-0.229134658274273	-0.344585331092229	-0.00410911765301234	0.00504304416484132	27.3992306503847
28.5500000000001	0.0470164854614995	0.0783506515261499	-0.231426735816907	-0.347841217548662	0.0020346839502513	0.00450093558773453	27.359564070218
28.6000000000001	0.0479450552368506	0.0769008662175169	-0.230552792471189	-0.345689173240574	0.000680102621425253	-0.00465194390796876	27.337756031122
28.6500000000001	0.0475905687084506	0.0801931828830038	-0.228108383125787	-0.345867029160811	0.00347951813741056	-0.00170392239561367	27.3826235586882
28.7000000000001	0.0474198482814597	0.0810359273578906	-0.227387635228075	-0.346517228603186	0.00279306994818653	-0.00616120126590802	27.3615968692016
28.7500000000001	0.0454777780090521	0.0811210146115152	-0.22847647084451	-0.351204536536198	0.00153915433886936	-0.00873719908451528	27.3682822158589
28.8000000000001	0.0477075868001956	0.0796536469164745	-0.230671515393046	-0.347882670938032	0.00210899614470132	0.00158161991176226	27.3242414878793
28.8500000000001	0.0464829231149017	0.0804646738925849	-0.228623056109504	-0.347139933624079	0.000468221160920924	0.00351703772520654	27.3105290947354
28.9000000000001	0.0470276547364908	0.0798283606232586	-0.230626177905917	-0.345939950395144	-0.00313084519411911	-0.000892149088025377	27.3282592358704
28.9500000000001	0.0482663749937656	0.0793883467702598	-0.227490180516019	-0.344291700814919	-0.0013180519593478	0.00463306458261199	27.3052292973854
29.0000000000001	0.048361727881642	0.0764417879443833	-0.226541055695529	-0.342854957160343	-0.000247314630999886	0.00060500024527037	27.2808934595533
29.0500000000001	0.0477983868436745	0.0809431489132656	-0.227836279302996	-0.345422271190072	-0.000875627477323922	-0.0029408419581783	27.2499856750072
29.1000000000001	0.0466397594855948	0.07908711499818	-0.22697281604645	-0.345953072251054	0.000761665508578759	-0.000929625703335236	27.2999452500274
29.1500000000001	0.0464243501568186	0.0787385311398063	-0.228381472211143	-0.346135924406658	-0.00135954190804675	0.0023873278059167	27.2617704191148
29.2000000000001	0.047769516945193	0.0796381189923067	-0.224954167675554	-0.344556197177712	-0.00250880076661498	-0.00635044064282011	27.2350591824704
29.2500000000001	0.0465220939722514	0.0810126707680724	-0.22450751273091	-0.340935354756748	-0.00593371026711686	-0.0035159824682518	27.2314705842647
29.3000000000001	0.0469183269253175	0.0798128352191152	-0.22769714455268	-0.344989851227355	-0.00197956449581092	-0.0044064198642694	27.2394997802501
29.3500000000001	0.0466633532372439	0.0816560090764603	-0.226854467800334	-0.344651385271853	0.00121071818206008	9.6132278014548e-05	27.2375577312211
29.4000000000001	0.0484297117687338	0.0811125133001757	-0.227918351396579	-0.348593098217672	0.00253408308315671	0.000254178051725234	27.2069514465243
29.4500000000001	0.0457702636504676	0.0781009586933365	-0.226265013046582	-0.340684606192615	-0.00132832113491758	0.00117538676578036	27.1994043502978
29.5000000000001	0.0451918847849075	0.0814656338374524	-0.225373257235521	-0.349366054407359	0.00135335951597495	-0.000537770466911299	27.204491897754
29.5500000000001	0.0466343446358971	0.0800248245478474	-0.226985054900366	-0.346074590702203	0.00174323419655463	-0.00458513912442686	27.1723650638175
29.6000000000001	0.046304204435353	0.0805594714196403	-0.224562549755307	-0.343231850826012	-0.00133592582304935	-0.00102755426276934	27.1675971662014
29.6500000000001	0.0464707695589444	0.0773292746190061	-0.227744086362915	-0.340597261979788	-0.000570322032999098	-0.00547063052924443	27.1582641708679
29.7000000000001	0.0480706163678753	0.0789495541712471	-0.224614050690613	-0.342801359898083	-0.000913798355162961	0.00162515235803357	27.1482743258628
29.7500000000001	0.0456565021358772	0.0794645386260854	-0.224036289859511	-0.34491717602535	-0.00433697285915763	-0.000886428315941713	27.1746984626508
29.8000000000001	0.0432195806794118	0.079513495744914	-0.22005324151563	-0.347100921427123	0.000302938503483793	-0.00420448374835156	27.1591958204021
29.8500000000001	0.0440734094271327	0.0788850197923324	-0.224329840273142	-0.347789435655041	0.00118113613418762	-0.000956937799043062	27.133934033033
29.9000000000001	0.0464257783788551	0.0805219682715635	-0.225056343206048	-0.346236591381003	-0.0015930619178879	0.000509188538628894	27.1459706270147
29.9500000000001	0.044311885006978	0.0805549903593679	-0.225382244360553	-0.350106705604852	0.00190598874809401	-0.00685795122551281	27.1250777374611
