GC	overallATGCskew	AT1	GC1	AT2	GC2	AT4	GC4	aaAvgCost
10.500002	45	0.06673346	-0.027468562	-0.29916632	-0.4228901	0.007316181	-0.090246126	31.325325
10.500002	75	0.07154311	0.5594056	-0.29170698	0.18954462	-0.007630448	0.5097139	31.22098
10.500002	55	0.06815813	0.17285275	-0.29540446	-0.24223757	-0.0051048403	0.09329829	31.267923
10.500002	85	0.07242673	0.74184746	-0.28751543	0.46360174	5.3757156E-4	0.69707674	31.216827
10.500002	50	0.06741303	0.07306753	-0.29676577	-0.33683723	0.00250267	0.0083810035	31.312357
10.500002	70	0.069162145	0.4639637	-0.28927845	0.064020574	0.0010651277	0.40668106	31.227652
10.500002	60	0.06874064	0.27230668	-0.2944386	-0.15542585	1.7424334E-5	0.20526238	31.264406
10.500002	80	0.07198626	0.6524539	-0.2892832	0.3186941	0.0031711317	0.6018797	31.211073
10.500002	65	0.06962668	0.3703204	-0.29423332	-0.052726515	-0.00925054	0.32248473	31.248823
10.500002	90	0.07399589	0.83067024	-0.28579447	0.6221147	0.0048520737	0.80766064	31.166382
10.600002	10	0.060062353	-0.7795488	-0.30562824	-0.8882816	0.0033955858	-0.80977935	31.542353
10.600002	15	0.061960947	-0.6706724	-0.30658615	-0.8295594	-9.688984E-5	-0.6984174	31.503738
10.600002	30	0.06468667	-0.34431016	-0.30121103	-0.640302	0.0013057115	-0.41123852	31.397541
10.600002	20	0.062124673	-0.560009	-0.30406016	-0.77447116	8.754268E-5	-0.5795538	31.47483
10.600002	55	0.06767841	0.17330115	-0.2956861	-0.24525751	-0.0015400666	0.09745586	31.269932
10.600002	65	0.06942444	0.3684798	-0.2931683	-0.044906616	0.0027416288	0.30795527	31.236279
10.600002	25	0.06281949	-0.4520408	-0.30411384	-0.70773137	-0.0019150849	-0.5048951	31.463524
10.600002	60	0.06851701	0.2703261	-0.29575902	-0.15095694	0.0029598163	0.19982736	31.25253
10.600002	70	0.07047036	0.46940622	-0.2917843	0.055519473	-0.0010995158	0.40729928	31.223501
10.600002	50	0.06677667	0.07301249	-0.29689884	-0.3354513	0.007957643	-0.013456572	31.282927
10.600002	40	0.06527179	-0.1329175	-0.30014917	-0.4975452	0.007219745	-0.19121572	31.368113
10.600002	35	0.06544958	-0.23578008	-0.30223927	-0.57337403	2.523058E-4	-0.29668495	31.375319
10.600002	45	0.0668731	-0.030473009	-0.29873553	-0.42016134	0.0022713507	-0.08024137	31.327545
10.600002	75	0.07105667	0.5600557	-0.28948402	0.18628906	-0.006411037	0.49523973	31.200813
10.600002	85	0.07275224	0.74266154	-0.28698146	0.4623073	0.0064938054	0.6984725	31.182648
10.600002	80	0.07225725	0.650643	-0.2884064	0.32430685	-0.007374822	0.5850028	31.189491
10.600002	90	0.07399	0.8296615	-0.2854718	0.623995	-0.0074966205	0.7968717	31.140434
10.700003	25	0.06225853	-0.45034823	-0.30402133	-0.71006024	0.006710199	-0.50626993	31.421076
10.700003	10	0.060596902	-0.7793964	-0.30722684	-0.8911122	1.8474471E-4	-0.7994784	31.502674
10.700003	15	0.060950313	-0.6670663	-0.30447567	-0.8347713	-0.004196536	-0.696769	31.46009
10.700003	20	0.06286609	-0.55941904	-0.305727	-0.77065396	-9.886064E-4	-0.6135537	31.443848
10.700003	40	0.065545134	-0.13691692	-0.29863945	-0.49404195	0.0022798765	-0.19502273	31.302761
10.700003	35	0.065747246	-0.23589739	-0.30215576	-0.5728614	-0.002431535	-0.3077811	31.338364
10.700003	45	0.06590939	-0.027530486	-0.2990919	-0.42039004	0.0022673693	-0.11387945	31.29334
10.700003	30	0.06398139	-0.3434457	-0.3011242	-0.6449769	-0.0019900366	-0.39580294	31.362051
10.700003	50	0.06776386	0.07224126	-0.29933348	-0.33393073	0.0011873515	-0.01280496	31.249512
10.700003	55	0.0682402	0.17337328	-0.29536298	-0.24951455	-0.0015019723	0.093016915	31.246807
10.700003	65	0.06959029	0.36919847	-0.29253328	-0.048423693	0.002123983	0.30829093	31.181747
10.700003	70	0.069895655	0.46742272	-0.29103568	0.06269039	0.0015959266	0.40774488	31.192368
10.700003	60	0.06927536	0.27041057	-0.2937775	-0.14298269	-0.0047688163	0.19206257	31.227915
10.700003	75	0.07043263	0.55670905	-0.28825936	0.19361433	9.0800866E-4	0.5096883	31.175137
10.700003	85	0.07242374	0.74168515	-0.28742287	0.4612718	-0.007378729	0.7134526	31.141087
10.700003	80	0.072030485	0.65037346	-0.28735006	0.3203763	-7.2833215E-4	0.56706554	31.14904
10.700003	90	0.072824314	0.83126	-0.28392908	0.62071276	0.010281014	0.7905405	31.140095
10.800003	20	0.06269247	-0.5611782	-0.30437207	-0.769885	-0.0032015506	-0.60406196	31.427307
10.800003	10	0.059704535	-0.7777488	-0.3051496	-0.88994855	0.0029191375	-0.8082667	31.520191
10.800003	30	0.0637066	-0.3444238	-0.3008774	-0.639958	1.05593834E-4	-0.3999139	31.3372
10.800003	15	0.061217353	-0.66648036	-0.3062666	-0.83397627	0.00363645	-0.6947982	31.453064
10.800003	35	0.0643929	-0.23848045	-0.30080026	-0.57010883	-1.10232315E-4	-0.3015336	31.311012
10.800003	25	0.062281273	-0.45026082	-0.3025484	-0.7133239	0.0025658202	-0.49829352	31.375774
10.800003	50	0.06774266	0.07100609	-0.2981576	-0.3301619	-0.005491934	0.011349306	31.243498
10.800003	45	0.0677247	-0.027720923	-0.29940966	-0.4138952	-0.0026274147	-0.11228761	31.260828
10.800003	40	0.06583876	-0.13348566	-0.29988173	-0.5004048	-0.0010162456	-0.19380952	31.275232
10.800003	70	0.07008187	0.4643225	-0.29080588	0.071681045	2.8447344E-4	0.39968944	31.133629
10.800003	55	0.06757356	0.17775355	-0.29534066	-0.25371638	0.0055771177	0.09261526	31.201492
10.800003	65	0.0693838	0.37003398	-0.29125968	-0.0422132	0.0034031367	0.27248403	31.17497
10.800003	80	0.07250842	0.6531793	-0.28891036	0.3163473	-6.377009E-4	0.58483946	31.144518
10.800003	75	0.07075123	0.5577165	-0.28894043	0.18790437	-0.008440338	0.4902608	31.148487
10.800003	60	0.06906921	0.27077973	-0.29473835	-0.14733057	-8.366772E-4	0.19623841	31.182798
10.800003	85	0.07347091	0.7411719	-0.28620496	0.46701315	-0.005943199	0.6884876	31.09966
10.800003	90	0.07368272	0.83075666	-0.2856449	0.6208241	-5.0804403E-4	0.80623114	31.113232
10.900003	40	0.06596146	-0.13422938	-0.30080926	-0.49709606	4.4214338E-4	-0.1844239	31.281761
10.900003	15	0.062123794	-0.6691732	-0.30684796	-0.8321611	-5.404516E-4	-0.70095277	31.428543
10.900003	20	0.061047386	-0.55931896	-0.3036607	-0.7717831	0.003122789	-0.5993233	31.406761
10.900003	10	0.059340272	-0.7801087	-0.3073152	-0.8903443	0.008446466	-0.7926988	31.497433
10.900003	25	0.06246583	-0.4526538	-0.30269122	-0.70763475	0.0042569367	-0.48230952	31.374369
10.900003	60	0.06774432	0.27244982	-0.29138514	-0.15383038	0.0011537548	0.19811451	31.159882
10.900003	35	0.06363979	-0.23769505	-0.2997889	-0.57353747	-0.0020663403	-0.30159086	31.298363
10.900003	50	0.066883676	0.07177842	-0.29689923	-0.33115798	0.0014024813	0.005064573	31.22443
10.900003	45	0.066474505	-0.028438633	-0.29788977	-0.42024633	-0.0029648077	-0.0990075	31.259346
10.900003	30	0.0638337	-0.3434598	-0.3013544	-0.64472127	-0.005873156	-0.39816475	31.34131
10.900003	70	0.070130154	0.4660736	-0.28882134	0.06360892	0.004684104	0.3978895	31.142992
10.900003	65	0.0688372	0.37044826	-0.29100248	-0.05105333	-1.7869908E-4	0.30987126	31.152714
10.900003	75	0.07124471	0.56168413	-0.28959244	0.18097031	-0.0031563386	0.49934554	31.12606
10.900003	55	0.06763262	0.17265397	-0.29357716	-0.24983406	-0.0010851081	0.11887561	31.19199
11.000004	15	0.061273858	-0.6703817	-0.30647045	-0.8331694	0.00225665	-0.6954709	31.40505
10.900003	80	0.07118502	0.65046215	-0.28740796	0.32113737	7.3296897E-4	0.59368026	31.11116
11.000004	25	0.062034655	-0.45045468	-0.30281487	-0.70973873	-0.0036045057	-0.5107252	31.335135
10.900003	85	0.07249731	0.7431495	-0.2868618	0.46081156	0.004463078	0.70636094	31.105724
11.000004	10	0.059355702	-0.77900535	-0.3058485	-0.88972807	-0.002788786	-0.8054941	31.470491
11.000004	20	0.061708264	-0.55823636	-0.30408478	-0.7732355	5.541768E-4	-0.6071357	31.391813
10.900003	90	0.07279439	0.83084077	-0.28382897	0.62162435	-5.7257374E-4	0.8019724	31.088762
11.000004	30	0.06255214	-0.34505117	-0.3017607	-0.6387099	0.005751399	-0.40951777	31.317225
11.000004	35	0.06372637	-0.23988011	-0.29879016	-0.57327056	0.0014073453	-0.30194026	31.281013
11.000004	45	0.06596371	-0.02803847	-0.29586384	-0.42741206	0.002183566	-0.07311236	31.212831
11.000004	60	0.06815188	0.27293828	-0.29348692	-0.1526979	6.249261E-4	0.21096188	31.160622
11.000004	40	0.06527088	-0.13489863	-0.29780772	-0.49606067	-0.0047994126	-0.18539886	31.223503
11.000004	55	0.06721481	0.17295668	-0.29410318	-0.2400136	0.0043055844	0.07210112	31.173447
11.000004	50	0.066875234	0.07290397	-0.2964454	-0.3358306	0.005500483	0.0069617108	31.18451
11.100004	10	0.059538588	-0.7794271	-0.3052439	-0.8883068	0.0028108447	-0.8057766	31.418108
11.000004	65	0.06920712	0.3700901	-0.29069152	-0.044690397	3.193188E-4	0.30217266	31.146347
11.000004	80	0.07148784	0.6537965	-0.28646934	0.31252614	0.0050331014	0.6020854	31.074593
11.000004	90	0.07243161	0.8313824	-0.28346628	0.62038743	0.0025713062	0.7952995	31.077755
11.000004	75	0.071268424	0.56166613	-0.2891657	0.18049876	1.9798844E-4	0.5026521	31.090807
11.100004	20	0.061298706	-0.5610261	-0.30150893	-0.7688137	0.002698133	-0.6082671	31.346083
11.100004	30	0.06349547	-0.3450038	-0.30222622	-0.6374672	-0.0020135788	-0.40070045	31.283613
11.000004	85	0.07189821	0.7422977	-0.2850904	0.45719233	-0.005635678	0.70263535	31.09478
11.000004	70	0.07045449	0.465157	-0.29006156	0.06650423	-0.00356976	0.40337378	31.124632
11.100004	35	0.064617775	-0.23870789	-0.29997116	-0.5694661	3.7457192E-4	-0.29919723	31.267662
11.100004	15	0.060468137	-0.6681632	-0.30421427	-0.83158565	-0.001369863	-0.69621664	31.407047
11.100004	40	0.06543519	-0.13305107	-0.29883417	-0.4940622	-0.0035361473	-0.20166367	31.226118
11.100004	60	0.0686943	0.2735753	-0.29236606	-0.14893445	-0.0013536775	0.19908158	31.106207
11.100004	25	0.06285026	-0.45281935	-0.30226856	-0.7076514	-0.0054688277	-0.50145805	31.325573
11.100004	90	0.074041575	0.83037466	-0.28584388	0.6230139	0.0049480572	0.79941803	31.019596
11.100004	45	0.066138156	-0.029499546	-0.29724175	-0.4195812	9.869375E-4	-0.090616375	31.18356
11.100004	50	0.06593988	0.07489897	-0.29219463	-0.33376712	-0.004693405	-0.013953488	31.17299
11.100004	65	0.069462	0.3705645	-0.29225188	-0.046628244	0.0011245827	0.29378128	31.110874
11.100004	55	0.06726397	0.17088413	-0.2941221	-0.24318802	0.0035586052	0.10470749	31.163776
11.100004	80	0.07148977	0.652002	-0.28640026	0.31782302	7.847024E-4	0.59556603	31.045767
11.100004	70	0.06983017	0.4649748	-0.2881553	0.05982426	-0.0042000483	0.41718772	31.071049
11.100004	75	0.07104236	0.56060344	-0.2875862	0.18384956	0.0051882453	0.50499374	31.04827
11.100004	85	0.07207502	0.7416486	-0.28415126	0.4627378	-8.4227324E-4	0.70548064	31.051794
11.200005	15	0.06003935	-0.6694757	-0.30355346	-0.8323395	0.0021992193	-0.6989366	31.365545
11.200005	10	0.05968585	-0.7789306	-0.3069351	-0.89120704	-0.0015748381	-0.797377	31.40608
11.200005	30	0.06319407	-0.34564304	-0.29944578	-0.63665974	-8.9579364E-5	-0.41220525	31.280054
11.200005	35	0.064119555	-0.23648478	-0.30118498	-0.5716751	0.001810533	-0.3015112	31.228392
11.200005	45	0.065937966	-0.030907791	-0.29683217	-0.4151031	-0.0022327253	-0.10967742	31.178358
11.200005	40	0.06492572	-0.13296723	-0.2970331	-0.50046134	-0.0028258762	-0.20532571	31.192448
11.200005	60	0.06842177	0.27288657	-0.292678	-0.15231363	0.00450764	0.19378816	31.065489
11.200005	70	0.06938689	0.46663725	-0.2893904	0.06001831	-0.0015876202	0.4123209	31.059097
11.200005	75	0.07055198	0.5604495	-0.2868694	0.1830165	0.0038282904	0.49289685	31.039494
11.200005	50	0.066526696	0.07430356	-0.29588246	-0.3382515	0.0012085688	0.0046500536	31.167337
11.200005	80	0.07187906	0.65147084	-0.28650102	0.32179758	-0.009054512	0.6054804	31.028307
11.200005	25	0.061726026	-0.45260382	-0.3008488	-0.70520926	0.0051328763	-0.5044055	31.293484
11.200005	20	0.062052827	-0.55917436	-0.30435136	-0.7713068	8.258824E-4	-0.60037667	31.324972
11.200005	55	0.06770294	0.1739259	-0.2933344	-0.2446927	0.0019117438	0.08894946	31.115593
11.200005	85	0.07153358	0.7419229	-0.2853297	0.4661661	0.0010524931	0.6957815	31.03384
11.200005	90	0.073100045	0.8297553	-0.28182667	0.6230788	0.004097881	0.80003774	30.991495
11.300005	10	0.059294887	-0.77934563	-0.30507126	-0.8894991	0.0055834055	-0.79705054	31.37801
11.200005	65	0.06916249	0.373655	-0.29129782	-0.052501697	0.005151788	0.28977117	31.076048
11.300005	15	0.06016498	-0.66850686	-0.3016664	-0.8317748	-0.006511372	-0.7095792	31.345282
11.300005	20	0.061525963	-0.55962783	-0.30492204	-0.7724372	-0.003185799	-0.6082086	31.302412
11.300005	45	0.06616955	-0.029740885	-0.2968175	-0.41961858	-0.0031676553	-0.090682104	31.163237
11.300005	25	0.06170806	-0.45085365	-0.2991111	-0.70824933	-0.0021992063	-0.4958267	31.275074
11.300005	50	0.066306755	0.074533336	-0.29375046	-0.3357259	-0.0022370692	-0.008685582	31.12345
11.300005	55	0.06787484	0.17344733	-0.29467738	-0.24609654	0.003358127	0.09832842	31.101208
11.300005	70	0.07048028	0.46635562	-0.28873393	0.058402658	-0.0062810876	0.4122682	31.0148
11.300005	80	0.07169398	0.6516704	-0.28561893	0.3196437	-0.004142132	0.5959145	30.967134
11.300005	65	0.06951591	0.37062255	-0.289259	-0.046441656	-0.008169232	0.28880265	31.031828
11.300005	75	0.07088144	0.5594304	-0.2876072	0.18584728	0.0020856669	0.51100916	31.010954
11.400005	10	0.059607137	-0.780742	-0.30459452	-0.88543147	-0.0022593664	-0.8049362	31.36705
11.300005	85	0.07165217	0.74383736	-0.28350455	0.4578421	0.006077444	0.7060932	30.984144
11.300005	90	0.073000036	0.83060133	-0.28207472	0.62203646	0.0022202693	0.7817649	30.984497
11.300005	40	0.06456534	-0.13414408	-0.29790482	-0.49637023	-1.3693565E-5	-0.20924705	31.142254
11.300005	60	0.06826362	0.27385786	-0.29279095	-0.152101	0.0011037709	0.187662	31.074377
11.300005	30	0.063541554	-0.3445372	-0.29980642	-0.6388572	-0.003699074	-0.41854435	31.243227
11.300005	35	0.06429753	-0.23953423	-0.29910427	-0.5696671	-6.104034E-4	-0.31292024	31.232037
11.400005	15	0.060584556	-0.6701638	-0.30508217	-0.83349246	-0.0056601437	-0.7044771	31.305311
11.400005	20	0.060488943	-0.5612293	-0.30161124	-0.7730511	0.003600739	-0.5906369	31.264925
11.400005	25	0.061432227	-0.45338732	-0.29923978	-0.70793307	-0.0026550398	-0.50032985	31.25899
11.400005	30	0.06299968	-0.34595147	-0.29999602	-0.6429911	0.002188624	-0.37923604	31.196707
11.400005	55	0.06688773	0.17532985	-0.29237428	-0.25195104	-0.0016605882	0.09123823	31.063337
11.400005	65	0.06939326	0.36982965	-0.29023373	-0.043218233	1.7196905E-4	0.30368793	31.02031
11.400005	80	0.0713773	0.6535743	-0.28532565	0.314649	-0.0030105268	0.60730016	30.980581
11.400005	35	0.06335716	-0.23940748	-0.29675984	-0.5703867	0.0027986295	-0.2918208	31.174862
11.400005	40	0.06465474	-0.13383572	-0.2980392	-0.49499214	6.8227714E-4	-0.20619327	31.165287
11.400005	50	0.06536528	0.075521454	-0.29354173	-0.33495083	0.005189314	-0.0076459683	31.10159
11.400005	70	0.070471786	0.46572462	-0.28977725	0.0671659	-0.0015983335	0.4049844	30.99961
11.400005	75	0.07160429	0.55842376	-0.28646693	0.19570792	-0.0029414012	0.49663728	30.994724
11.400005	45	0.06458373	-0.031207846	-0.29394242	-0.4126565	0.008795901	-0.084366694	31.130745
11.400005	60	0.06807867	0.27407765	-0.2920654	-0.14862752	0.0012387938	0.18930617	31.038998
11.500006	20	0.061596666	-0.5608097	-0.302267	-0.7710293	-0.006019136	-0.6033877	31.247541
11.400005	85	0.07210602	0.7432711	-0.283311	0.46420774	0.0011651993	0.68039864	30.976799
11.400005	90	0.0740254	0.8312201	-0.28364468	0.62295437	0.007457001	0.799747	30.954224
11.500006	25	0.062335093	-0.45319945	-0.30116525	-0.7089735	0.00631158	-0.49211356	31.192354
11.500006	15	0.059981287	-0.6685629	-0.30424806	-0.8314765	0.005347834	-0.697828	31.285477
11.500006	40	0.06563021	-0.13192043	-0.2972949	-0.49466705	-0.0016271187	-0.21160771	31.141903
11.500006	10	0.05956633	-0.779408	-0.30439988	-0.892296	0.0012368181	-0.7885146	31.32568
11.500006	35	0.06335765	-0.23767504	-0.29736948	-0.56878126	0.006533231	-0.3051882	31.15664
11.500006	45	0.06545606	-0.02972005	-0.2935722	-0.4148817	-0.003121513	-0.102253035	31.086086
11.500006	55	0.06750902	0.17327356	-0.29182875	-0.24290533	-0.0029648975	0.115006514	31.041758
11.500006	30	0.06378122	-0.3473064	-0.30148888	-0.6345349	0.0014158804	-0.3994253	31.1729
11.500006	50	0.06521683	0.072411075	-0.2918625	-0.3316046	-0.003056388	0.0010027855	31.080406
11.500006	60	0.068610504	0.27268636	-0.29228565	-0.1493663	0.0096258065	0.2062893	31.016012
