GC	overallATGCskew	AT1	GC1	AT2	GC2	AT4	GC4	aaAvgCost
10.500002	65	0.40152386	0.06659628	0.060337316	-0.294342	0.29760522	0.0075957216	28.558508
10.500002	80	0.7024287	0.048229687	0.4982781	-0.19252467	0.5925344	5.571031E-4	27.041073
10.500002	90	0.86868304	0.03126678	0.77756125	-0.11249493	0.80676186	0.004515158	26.912031
10.500002	85	0.78942037	0.04372832	0.64446425	-0.15996289	0.69959205	0.010850267	26.886177
10.600002	20	-0.5922985	0.05669527	-0.72285783	-0.23214081	-0.5993817	-0.005659191	38.915203
10.600002	60	0.291753	0.07131525	-0.07266239	-0.31254387	0.20467286	0.010887397	29.352365
10.600002	10	-0.7988595	0.04198291	-0.8458111	-0.14594905	-0.8011552	-0.0182103	41.83745
10.600002	25	-0.4875234	0.061512694	-0.6640663	-0.2660964	-0.502344	-0.0052310373	37.544342
10.600002	15	-0.6974068	0.05005523	-0.7811972	-0.19429007	-0.6990249	-0.016295992	40.352375
10.600002	30	-0.3802357	0.06611552	-0.60329735	-0.28837854	-0.40307742	-0.014181153	36.174397
10.600002	50	0.06655295	0.07094993	-0.29773262	-0.3321898	0.0044940975	-0.006151377	31.296263
10.600002	40	-0.1595698	0.06987797	-0.47001153	-0.32479215	-0.20429267	-0.0018393623	33.617928
10.600002	45	-0.04516171	0.072694145	-0.38820294	-0.33790806	-0.102633335	-0.017498713	32.424377
10.600002	55	0.18036586	0.073700786	-0.19214621	-0.33195564	0.09670046	-0.015837733	30.258076
10.600002	35	-0.269445	0.071316436	-0.5415567	-0.31612283	-0.2999791	-0.008595314	34.853874
10.600002	70	0.50644493	0.06223211	0.20315056	-0.26366606	0.40393126	0.004338743	27.853514
10.600002	75	0.60792273	0.056582183	0.3496811	-0.23309353	0.50072473	0.015474553	27.360174
10.600002	65	0.40197873	0.063744605	0.05863035	-0.28686684	0.29856735	0.00914538	28.500051
10.600002	85	0.78983045	0.041205216	0.64240164	-0.15642607	0.69661516	-0.0031397175	26.85645
10.600002	80	0.70274866	0.051447753	0.49821162	-0.19741224	0.5922207	-0.0053614345	27.016172
10.700003	10	-0.79829043	0.04490397	-0.84659123	-0.15452279	-0.80103815	0.0018352169	41.80775
10.600002	90	0.86818004	0.03238276	0.77588713	-0.110271275	0.7976284	-0.017405719	26.888985
10.700003	15	-0.696817	0.048316	-0.7813706	-0.19242042	-0.70657516	0.0034982509	40.298878
10.700003	25	-0.48677087	0.061026543	-0.6647616	-0.2641219	-0.49829653	0.011881616	37.51549
10.700003	20	-0.5933134	0.05527185	-0.72073406	-0.23049112	-0.6030971	-0.004514673	38.880154
10.700003	40	-0.15851095	0.07259692	-0.469945	-0.32787144	-0.20554745	-0.013184953	33.57847
10.700003	30	-0.3797003	0.06762826	-0.6048548	-0.29755792	-0.40089226	0.010451412	36.152374
10.700003	45	-0.045664288	0.07114168	-0.39038983	-0.33498424	-0.096547656	0.00483931	32.408936
10.700003	50	0.06751655	0.07196936	-0.2971224	-0.33511072	0.0011877598	0.025714286	31.249857
10.700003	35	-0.2704874	0.06865129	-0.5399026	-0.31122863	-0.3001208	-0.005664085	34.843845
10.700003	55	0.1808577	0.070668206	-0.1918769	-0.3251221	0.09971369	0.0029980922	30.235777
10.700003	65	0.4015045	0.065219484	0.061180953	-0.28966615	0.29739314	0.008539189	28.508356
10.700003	70	0.5081481	0.062275928	0.20115942	-0.26963145	0.39882076	0.024138505	27.818346
10.700003	60	0.2915997	0.06842764	-0.07109213	-0.3068997	0.19920744	-0.011835163	29.313154
10.700003	80	0.7017943	0.0467179	0.50103825	-0.1918503	0.6001375	-0.0038773352	27.017006
10.800003	10	-0.79911304	0.04268804	-0.84469336	-0.1465033	-0.80421305	-0.007000946	41.73408
10.700003	75	0.6077359	0.05431324	0.3500667	-0.22729698	0.49800393	-0.010590015	27.348732
10.700003	85	0.7885178	0.04059437	0.6449065	-0.15454651	0.6995687	0.0039660055	26.856699
10.700003	90	0.86817116	0.03447927	0.7783763	-0.11845424	0.7987363	2.019794E-4	26.868137
10.800003	25	-0.48844725	0.06175254	-0.6633867	-0.26499152	-0.5008782	0.009778911	37.4498
10.800003	15	-0.6969257	0.050773446	-0.78213274	-0.19987552	-0.7006829	0.005940208	40.273464
10.800003	35	-0.2704818	0.07077961	-0.53915375	-0.31927913	-0.29792446	0.009068239	34.812103
10.800003	30	-0.37978306	0.06601567	-0.6042243	-0.29329678	-0.40242705	-0.0043898155	36.108025
10.800003	20	-0.5930551	0.057892803	-0.7225043	-0.2355344	-0.5998074	-0.02149785	38.8633
10.800003	60	0.29215756	0.06962277	-0.07171943	-0.31101978	0.19651553	-0.016164994	29.294388
10.800003	40	-0.1587864	0.0675498	-0.4708486	-0.32136232	-0.20331192	0.015801355	33.570244
10.800003	50	0.067039125	0.07178019	-0.29762572	-0.3341178	5.131794E-4	0.004486604	31.23164
10.800003	45	-0.046439026	0.07340757	-0.38942358	-0.33998263	-0.09643959	-3.7636433E-4	32.354946
10.800003	55	0.18145004	0.071878865	-0.19233835	-0.32534388	0.09727804	-0.013177159	30.193928
10.800003	65	0.4014926	0.06436711	0.060783308	-0.2842727	0.29635435	0.0038829152	28.508018
10.800003	85	0.7893133	0.04107196	0.6433121	-0.15393431	0.69895834	0.017766498	26.83194
10.800003	80	0.7026358	0.050755635	0.4976253	-0.19680697	0.6047169	-0.0017349063	26.970835
10.800003	75	0.6078476	0.05687733	0.35082364	-0.2345967	0.498355	0.006321932	27.306276
10.800003	90	0.8686333	0.03072811	0.77657986	-0.11014433	0.7983556	0.025334131	26.83477
10.800003	70	0.50663596	0.05999692	0.20194995	-0.25944108	0.40450415	0.001701996	27.81548
10.900003	10	-0.7991381	0.041918866	-0.8459986	-0.15017165	-0.79960245	0.0	41.69485
10.900003	25	-0.48626387	0.06183647	-0.66359484	-0.26783407	-0.49778756	0.009613418	37.406067
10.900003	20	-0.5926308	0.05590708	-0.72259253	-0.23372532	-0.60239965	0.010856692	38.798687
10.900003	15	-0.69696116	0.04934685	-0.7811026	-0.18841203	-0.69906324	-0.011090752	40.218704
10.900003	35	-0.2698798	0.06960031	-0.53955495	-0.31950435	-0.29702687	0.011193194	34.778996
10.900003	30	-0.37994856	0.06399215	-0.6038358	-0.2902168	-0.40028575	-0.0022191694	36.062737
10.900003	40	-0.15930597	0.06773111	-0.4684151	-0.32225913	-0.20059331	0.0074876165	33.52219
10.900003	45	-0.045829266	0.073415734	-0.3898784	-0.33835948	-0.10669784	0.011144398	32.335102
10.900003	50	0.0675463	0.07098375	-0.2973456	-0.33870432	0.003014423	0.02882316	31.21517
10.900003	55	0.18040702	0.07309023	-0.19146034	-0.32968763	0.102107495	-0.0029239766	30.18649
10.900003	60	0.29204804	0.069067754	-0.06998551	-0.3086317	0.19804434	-1.3941168E-4	29.258883
10.900003	80	0.70127934	0.051296417	0.5002367	-0.19706032	0.6036617	-0.006156552	26.959053
10.900003	75	0.6066288	0.053264853	0.35404253	-0.22628096	0.50194925	0.0060388446	27.324287
11.000004	15	-0.69714105	0.049603816	-0.78211355	-0.19403844	-0.69808984	0.007133471	40.177616
10.900003	85	0.7893283	0.040939182	0.6431234	-0.15429558	0.70064294	-0.0062431144	26.818348
10.900003	65	0.4007452	0.067168966	0.06308807	-0.2909953	0.2966123	-0.0013049152	28.490204
10.900003	90	0.8676845	0.03030775	0.77860475	-0.10913945	0.79905057	0.0023687328	26.83938
10.900003	70	0.5067576	0.061247	0.20257701	-0.26060212	0.40761185	-0.012221204	27.81879
11.000004	25	-0.48731712	0.05841738	-0.6638088	-0.26230708	-0.50026405	0.01086082	37.38496
11.000004	20	-0.5935214	0.055895172	-0.72320276	-0.2363442	-0.6016945	0.012271133	38.760242
11.000004	10	-0.7981335	0.0434704	-0.84644693	-0.14960876	-0.8026612	-0.00813454	41.621346
11.000004	30	-0.37946197	0.06587699	-0.60507584	-0.29299462	-0.39845586	-0.004830918	36.03503
11.000004	70	0.5065514	0.06233595	0.2034517	-0.26664746	0.3949561	-0.0145498635	27.780205
11.000004	35	-0.27012146	0.068935275	-0.5427945	-0.3150152	-0.29455426	9.994447E-4	34.745827
11.000004	75	0.607695	0.058583	0.35056186	-0.2315638	0.50102186	-0.021940516	27.278614
11.000004	50	0.066723965	0.07329594	-0.2936838	-0.33690214	-0.0070569585	-0.0011282437	31.183529
11.000004	55	0.17928967	0.070737556	-0.18904828	-0.33097604	0.10153453	-0.0016824123	30.156822
11.000004	60	0.29127276	0.06679191	-0.07019696	-0.3097112	0.19890302	-0.008856793	29.272045
11.000004	40	-0.1581334	0.07192478	-0.46889237	-0.32982314	-0.20100255	0.012401353	33.490395
11.000004	45	-0.046478614	0.07205758	-0.38744983	-0.33578533	-0.09627555	-0.0011976048	32.297543
11.000004	65	0.40063655	0.06277298	0.06235816	-0.2824068	0.30358845	-0.0018426648	28.444017
11.000004	80	0.70109236	0.05114553	0.5023643	-0.20022787	0.5926945	0.01938583	26.955582
11.000004	85	0.788123	0.043700237	0.6437987	-0.15688522	0.70136356	-0.020855807	26.78839
11.000004	90	0.86786973	0.03434667	0.7769891	-0.11702556	0.796048	0.009241433	26.802467
11.100004	30	-0.3791292	0.06903121	-0.60454595	-0.29998672	-0.39922845	-0.01003687	35.991398
11.100004	35	-0.2694216	0.07214295	-0.54051423	-0.31902146	-0.30038676	0.0054347827	34.693943
11.100004	50	0.065998465	0.07288908	-0.29376802	-0.34050414	-0.0032171826	0.0017249876	31.162594
11.100004	15	-0.69745725	0.04826052	-0.7817925	-0.19207072	-0.7014395	0.0118059395	40.118496
11.100004	10	-0.79922026	0.04349086	-0.84560615	-0.15064257	-0.79992145	-0.0037114148	41.589268
11.100004	45	-0.045731638	0.075181834	-0.38797137	-0.34172732	-0.09956091	-0.0017315018	32.28181
11.100004	25	-0.48731866	0.06383607	-0.66372275	-0.27103293	-0.5044728	-0.007561622	37.3353
11.100004	70	0.5060359	0.061974693	0.20553273	-0.26035964	0.39709452	-0.008264462	27.793425
11.100004	55	0.17999528	0.06956422	-0.19214012	-0.3225708	0.096550845	0.011571967	30.1403
11.100004	20	-0.5930243	0.057421558	-0.7212706	-0.23565216	-0.60136807	-0.0011389522	38.7109
11.100004	40	-0.15905838	0.07222926	-0.47019932	-0.3275806	-0.1993132	0.017559659	33.467983
11.100004	75	0.60626626	0.05675766	0.35313997	-0.2292536	0.49954093	0.004700721	27.289356
11.100004	60	0.29131216	0.06993327	-0.06956161	-0.31263372	0.20377252	0.008625337	29.216576
11.200005	10	-0.7993138	0.04271761	-0.84507465	-0.15539649	-0.8005552	0.0135383	41.538525
11.100004	85	0.78856266	0.039875	0.64326984	-0.14894915	0.6963643	0.018162766	26.770119
11.100004	65	0.4018386	0.06567708	0.061270725	-0.29039565	0.29486123	-0.0060469694	28.432562
11.100004	80	0.70121336	0.050201654	0.4999966	-0.19674477	0.60344577	-0.008013356	26.936598
11.200005	30	-0.38032264	0.066591986	-0.6056381	-0.29365245	-0.39426816	-0.016529763	35.980537
11.100004	90	0.86809313	0.036366045	0.7775828	-0.12161935	0.8030978	0.007105819	26.776693
11.200005	25	-0.4870799	0.0621387	-0.6634842	-0.2675837	-0.50244	-0.0020926755	37.288918
11.200005	20	-0.593172	0.05654675	-0.72260964	-0.23129646	-0.5973915	-0.0010271734	38.661236
11.200005	15	-0.6967596	0.05127145	-0.78228915	-0.19561423	-0.7026769	-0.003938811	40.077568
11.200005	35	-0.2699565	0.06855886	-0.54234475	-0.3151159	-0.3020643	0.002624121	34.68224
11.200005	65	0.40096366	0.06602241	0.061503418	-0.28970134	0.2991634	-0.0042977957	28.40095
11.200005	40	-0.15943839	0.07280887	-0.4696259	-0.3346201	-0.19737189	-0.008689913	33.44453
11.200005	60	0.29198456	0.07183792	-0.06866255	-0.31937754	0.19358143	0.008770782	29.17178
11.200005	50	0.0671061	0.07214079	-0.294334	-0.3354043	-0.004316244	-0.0011953143	31.131441
11.200005	45	-0.046781417	0.07472451	-0.38695368	-0.33542046	-0.100211255	-0.0045133666	32.259026
11.200005	55	0.17941882	0.07040854	-0.1874548	-0.32776013	0.10022533	0.014525704	30.143602
11.200005	75	0.60764414	0.05751976	0.35075486	-0.23473097	0.49967015	-9.165903E-4	27.24588
11.200005	70	0.50551945	0.061719164	0.20583484	-0.26166826	0.39653432	-0.006081668	27.761925
11.200005	85	0.7884336	0.040972773	0.6441315	-0.15608566	0.6975762	0.01282484	26.75294
11.200005	80	0.70064294	0.048451986	0.5023376	-0.18887682	0.60111374	-0.0075685903	26.914543
11.200005	90	0.8680396	0.0322768	0.77630985	-0.10967918	0.80466855	-0.008096403	26.765535
11.300005	10	-0.79860896	0.043283056	-0.8474925	-0.15464932	-0.8001305	0.0055885436	41.495827
11.300005	15	-0.6968885	0.05126822	-0.78189415	-0.19226131	-0.6993501	-0.011309147	40.022606
11.300005	30	-0.38002604	0.0674557	-0.6031474	-0.2972298	-0.39911082	0.004415661	35.927826
11.300005	25	-0.48747006	0.06214204	-0.6636823	-0.2678663	-0.502824	0.001254221	37.26547
11.300005	45	-0.046708334	0.070012935	-0.3866708	-0.33145377	-0.09848409	0.009134995	32.22396
11.300005	20	-0.59282595	0.055737793	-0.72381574	-0.23047158	-0.6023472	-0.010950903	38.639626
11.300005	50	0.06652173	0.075431235	-0.2949734	-0.33989924	0.001169275	0.0061477786	31.12337
11.300005	60	0.2915218	0.067893416	-0.06853898	-0.3077317	0.19641681	0.008351536	29.188683
11.300005	40	-0.15888064	0.07421613	-0.46781954	-0.33572608	-0.20223442	0.018732302	33.38804
11.300005	55	0.17887011	0.0726158	-0.18850824	-0.32922643	0.10435027	0.0049848026	30.125078
11.300005	35	-0.2703848	0.07133627	-0.5398614	-0.31152555	-0.29852986	-0.013388259	34.669914
11.300005	70	0.5058108	0.06200127	0.20538333	-0.26311177	0.39831373	-0.012549914	27.73338
11.300005	85	0.7887867	0.039981853	0.64444155	-0.15478261	0.6974666	-0.020085838	26.729593
11.300005	80	0.7016487	0.04756175	0.5006232	-0.19345853	0.59619135	0.014382804	26.879414
11.400005	15	-0.6971924	0.050333824	-0.7817185	-0.19701071	-0.7021778	-0.0027947598	40.00564
11.300005	75	0.6065649	0.054508865	0.3525534	-0.22646804	0.50131345	-0.0071766684	27.211584
11.300005	65	0.40025598	0.06325904	0.06469527	-0.28313416	0.3001454	0.013691128	28.381567
11.400005	25	-0.48669723	0.06225956	-0.6646775	-0.2713411	-0.50363106	-0.007906627	37.20967
11.400005	20	-0.59284455	0.05778304	-0.7231057	-0.23709321	-0.6008798	0.0071915914	38.587006
11.300005	90	0.8673414	0.031897653	0.7772049	-0.11320869	0.8019061	0.037783377	26.745333
11.400005	10	-0.79919827	0.041670308	-0.8460085	-0.151189	-0.79944915	0.0017193948	41.42883
11.400005	30	-0.38086948	0.067572765	-0.6023869	-0.302487	-0.4019835	-0.0021417446	35.90022
11.400005	35	-0.27057645	0.071501255	-0.5400754	-0.31778196	-0.30230674	0.0021343632	34.62165
11.400005	45	-0.046148337	0.0752943	-0.3861029	-0.33870575	-0.10046403	-0.0059236507	32.189003
11.400005	40	-0.15860073	0.07071872	-0.4702219	-0.32930502	-0.19979271	0.016755037	33.374992
11.400005	55	0.1799558	0.071298346	-0.1883797	-0.3222083	0.100968875	0.0055116224	30.078712
11.400005	60	0.29061353	0.069582365	-0.06940924	-0.3101591	0.20231271	0.016311793	29.167109
11.400005	50	0.066713355	0.07014582	-0.2960156	-0.33302006	7.39459E-5	0.003063148	31.0773
11.400005	75	0.6066675	0.057961404	0.3535102	-0.2323554	0.49922678	-0.011872959	27.210459
11.400005	65	0.40020245	0.063423306	0.066342495	-0.28747454	0.2937262	0.013329779	28.371588
11.400005	85	0.7887244	0.04267088	0.6441831	-0.15387838	0.6937355	-0.015777107	26.712025
11.400005	80	0.7011321	0.051084366	0.50234336	-0.19438656	0.5994415	-0.039775386	26.863548
11.400005	70	0.50472116	0.06150124	0.20825331	-0.2637646	0.40147477	-0.009494119	27.715523
11.500006	10	-0.7991494	0.043765318	-0.84573984	-0.15691377	-0.7962549	0.0043492806	41.367035
11.500006	15	-0.6965883	0.051422972	-0.78273475	-0.2040516	-0.7026774	0.005877269	39.946495
11.400005	90	0.86726004	0.03436746	0.77816135	-0.11640101	0.8031728	0.010331315	26.73049
11.500006	25	-0.48782462	0.059901875	-0.6642068	-0.26758525	-0.50068027	0.018188708	37.193855
11.500006	20	-0.5928432	0.05382344	-0.723195	-0.22787654	-0.6036877	0.005738501	38.54241
11.500006	30	-0.37965503	0.068457	-0.6059434	-0.29686642	-0.40029195	0.020436235	35.85657
11.500006	35	-0.26981315	0.069391504	-0.54110235	-0.31404328	-0.3032618	-0.011067194	34.563892
11.500006	50	0.06576312	0.07355058	-0.29243252	-0.33377764	0.0019589802	-0.0049228016	31.084846
11.500006	40	-0.15911597	0.06931963	-0.46917376	-0.32451636	-0.19569664	-7.1802235E-4	33.334763
11.500006	45	-0.047182783	0.07461205	-0.38734436	-0.33714136	-0.102420695	-0.018818667	32.187767
11.500006	55	0.17927523	0.0732084	-0.18670496	-0.32442	0.104254134	-0.014714679	30.049961
11.500006	65	0.400566	0.06457909	0.063940175	-0.28789052	0.30037314	-0.0017085031	28.33856
11.500006	70	0.5054001	0.062157523	0.20670065	-0.2663132	0.3985519	-0.015393227	27.696987
11.500006	60	0.29091778	0.06949431	-0.069377	-0.3096615	0.20449555	-0.017224165	29.160448
11.500006	80	0.7005281	0.052309584	0.5023458	-0.19866492	0.60759366	0.0065707136	26.859344
11.500006	75	0.60640925	0.05315476	0.3527871	-0.22468701	0.49735528	0.009398777	27.191668
